ORDER_ID,YOUR_ORDER_ID,ORDER_TYPE,OFFER_NAME,YOUR_SKU,SHOP_SKU,TRANSFERRED_TO_DELIVERY_COUNT,DELIVERED_COUNT,ORDER_CREATION_DATE,TRANSFERRED_TO_DELIVERY_DATE,DELIVERY_DATE,PAYMENT_TYPE,VAT,PRICE_WITH_VAT_AND_NO_DISCOUNT,SHOP_MARKETPLACE_DISCOUNT,SPASIBO_DISCOUNT,YANDEX_PLUS_DISCOUNT,PRICE_WITH_VAT_AND_ALL_DISCOUNTS,DELIVERED_PRICE_SUM_WITH_VAT_AND_NO_DISCOUNTS,DELIVERED_DISCOUNT_SUM,DELIVERED_PRICE_SUM_WITH_VAT_AND_DISCOUNTS,RNPT,ORGANIZATION,INN,KPP,ORGANIZATION_JUR_ADDRESS,UPD_STATUS,UPD_DATE,UPD_NUMBER,CONSIGNMENT_NOTE_DATE,CONSIGNMENT_NOTE_NUMBER,INVOICE_DATE,INVOICE_NUMBER
57356390273,57356390273,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Flavia 60 для ванной комнаты, белый",468.ШП.V.Flavia,468.ШП.V.Flavia,1,1,22.05.2026,23.05.2026,24.05.2026,Предоплата,22%,24147,9027,0,0,15120,24147,9027,15120,,,,,,,,,,,,
57368217410,57368217410,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фостер 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФОС,171.ТП.V.Flavia.КФОС,1,1,22.05.2026,23.05.2026,31.05.2026,Предоплата,22%,20541,9810,0,3946,6785,20541,13756,6785,,,,,,,,,,,,
57368398208,57368398208,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фостер 50 для ванной комнаты, белая",222.ТН.V.Bliss.КФОС,222.ТН.V.Bliss.КФОС,1,1,22.05.2026,23.05.2026,25.05.2026,Предоплата,22%,18035,7232,0,0,10803,18035,7232,10803,,,,,,,,,,,,
57374420162,57374420162,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Como 70 для ванной комнаты, белая",224.ТН.V.Bliss.ККОМ,224.ТН.V.Bliss.ККОМ,1,1,22.05.2026,23.05.2026,27.05.2026,Предоплата,22%,24753,10760,0,0,13993,24753,10760,13993,,,,,,,,,,,,
57374599171,57374599171,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,22.05.2026,23.05.2026,26.05.2026,Предоплата,22%,24196,8714,0,30,15452,24196,8744,15452,,,,,,,,,,,,
57381166337,57381166337,Продажа физлицу,"Тумба подвесная без раковины Vannika Rinni 50 для ванной комнаты, дуб веллингтон табак",432.ТП.V.Rinni,432.ТП.V.Rinni,1,1,22.05.2026,24.05.2026,28.05.2026,Предоплата,22%,16437,6044,0,0,10393,16437,6044,10393,,,,,,,,,,,,
57382553216,57382553216,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фостер 50 для ванной комнаты, белая",222.ТН.V.Bliss.КФОС,222.ТН.V.Bliss.КФОС,1,1,22.05.2026,24.05.2026,25.05.2026,Предоплата,22%,17960,7643,0,0,10317,17960,7643,10317,,,,,,,,,,,,
57383598850,57383598850,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 60 для ванной комнаты, дуб вотан",444.ЗШ.V.Bliss.МОД,444.ЗШ.V.Bliss.МОД,1,1,23.05.2026,24.05.2026,26.05.2026,Предоплата,22%,7791,3417,0,0,4374,7791,3417,4374,,,,,,,,,,,,
57384517312,57384517312,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,24.05.2026,28.05.2026,Предоплата,22%,18583,8613,0,0,9970,18583,8613,9970,,,,,,,,,,,,
57386928896,57386928896,Продажа физлицу,"Тумба напольная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",168.ТН.V.Flavia.КФЕС,168.ТН.V.Flavia.КФЕС,1,1,23.05.2026,24.05.2026,25.05.2026,Предоплата,22%,23391,11630,0,0,11761,23391,11630,11761,,,,,,,,,,,,
57390690690,57390690690,Продажа физлицу,"Тумба подвесная Vannika Vastra 80 с раковиной Фостер 80 для ванной комнаты, дуб вотан",441.ТП.V.Vastra.КФОС,441.ТП.V.Vastra.КФОС,1,1,23.05.2026,24.05.2026,26.05.2026,Предоплата,22%,28171,11113,0,0,17058,28171,11113,17058,,,,,,,,,,,,
57392061698,57392061698,Продажа физлицу,"Тумба напольная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",168.ТН.V.Flavia.КФЕС,168.ТН.V.Flavia.КФЕС,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,23301,11053,0,0,12248,23301,11053,12248,,,,,,,,,,,,
57392722562,57392722562,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,25.05.2026,29.05.2026,Яндекс.Сплит (предоплата),22%,18516,10217,0,0,8299,18516,10217,8299,,,,,,,,,,,,
57393024961,57393024961,Продажа физлицу,"Шкаф-зеркало Vannika Canto 100 для ванной комнаты, дуб вотан",447.ЗШ.V.Canto.ДИВ,447.ЗШ.V.Canto.ДИВ,1,1,23.05.2026,24.05.2026,26.05.2026,Предоплата,22%,9680,4383,0,0,5297,9680,4383,5297,,,,,,,,,,,,
57394652353,57394652353,Продажа физлицу,"Шкаф-зеркало Vannika Vastra 60 для ванной комнаты, дуб вотан",444.ЗШ.V.Vastra,444.ЗШ.V.Vastra,1,1,23.05.2026,24.05.2026,28.05.2026,Предоплата,22%,9627,3929,0,0,5698,9627,3929,5698,,,,,,,,,,,,
57395698947,57395698947,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фостер 50 для ванной комнаты, белая",222.ТН.V.Bliss.КФОС,222.ТН.V.Bliss.КФОС,1,1,23.05.2026,24.05.2026,30.05.2026,Предоплата,22%,18035,7770,0,0,10265,18035,7770,10265,,,,,,,,,,,,
57395880960,57395880960,Продажа физлицу,"Тумба напольная Vannika Glad 70 с раковиной Como 70 (комплект) для ванной комнаты, cappuccino",555.ТН.V.Glad.ККОМ,555.ТН.V.Glad.ККОМ,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,40431,15673,0,0,24758,40431,15673,24758,,,,,,,,,,,,
57398531458,57398531458,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Фостер 70 для ванной комнаты, белая, дуб вотан",485.ТН.V.Bliss.РКФОС,485.ТН.V.Bliss.РКФОС,1,1,23.05.2026,24.05.2026,26.05.2026,Предоплата,22%,26459,11123,0,3710,11626,26459,14833,11626,,,,,,,,,,,,
57398695937,57398695937,Продажа физлицу,"Тумба подвесная Vannika Rinni 60 с раковиной Фостер 60 для ванной комнаты, дуб веллингтон табак",433.ТП.V.Rinni.КФОС,433.ТП.V.Rinni.КФОС,1,1,23.05.2026,24.05.2026,26.05.2026,Яндекс.Сплит (предоплата),22%,25180,10114,0,0,15066,25180,10114,15066,,,,,,,,,,,,
57398761411,57398761411,Продажа физлицу,"Шкаф-зеркало с подсветкой Vannika Mirva 80 для ванной комнаты, белый",280.ЗШ.V.Mirva,280.ЗШ.V.Mirva,1,1,23.05.2026,24.05.2026,27.05.2026,Предоплата,22%,11984,5242,0,0,6742,11984,5242,6742,,,,,,,,,,,,
57399645632,57399645632,Продажа физлицу,"Тумба подвесная Vannika Glad 80 с раковиной Фест 80 для ванной комнаты, cappuccino",521.ТП.V.Glad.КФЕС,521.ТП.V.Glad.КФЕС,1,1,23.05.2026,24.05.2026,25.05.2026,Предоплата,22%,29904,11664,0,457,17783,29904,12121,17783,,,,,,,,,,,,
57400775936,57400775936,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,26.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,18583,8387,0,0,10196,18583,8387,10196,,,,,,,,,,,,
57400952322,57400952322,Продажа физлицу,"Тумба подвесная Vannika Flavia 70 с раковиной Фостер 70 для ванной комнаты, белая",172.ТП.V.Flavia.КФОС,172.ТП.V.Flavia.КФОС,1,1,23.05.2026,24.05.2026,27.05.2026,Предоплата,22%,25437,10785,0,0,14652,25437,10785,14652,,,,,,,,,,,,
57401406913,57401406913,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Bliss для ванной комнаты, дуб вотан, графит софт",476.ШП.V.Bliss.МОД,476.ШП.V.Bliss.МОД,1,1,23.05.2026,25.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,18610,7612,0,0,10998,18610,7612,10998,,,,,,,,,,,,
57401486720,57401486720,Продажа физлицу,"Тумба напольная без раковины Vannika Bliss 50 для ванной комнаты, белая, дуб вотан",483.ТН.V.Bliss.Р,483.ТН.V.Bliss.Р,1,1,23.05.2026,24.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,16855,6472,0,0,10383,16855,6472,10383,,,,,,,,,,,,
57401486720,57401486720,Продажа физлицу,"Шкаф-зеркало Vannika Kanna 80 для ванной комнаты, дуб вотан",446.ЗШ.V.Kanna.ЛАВ,446.ЗШ.V.Kanna.ЛАВ,1,1,23.05.2026,24.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,8421,3644,0,0,4777,8421,3644,4777,,,,,,,,,,,,
57401832384,57401832384,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,26.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,18583,8627,0,0,9956,18583,8627,9956,,,,,,,,,,,,
57402143169,57402143169,Продажа физлицу,"Тумба напольная Vannika Bliss 80 с раковиной Фест 80 для ванной комнаты, графит софт",481.ТН.V.Bliss.РКФЕС,481.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,26.05.2026,29.05.2026,Предоплата,22%,30074,12669,0,0,17405,30074,12669,17405,,,,,,,,,,,,
57403223683,57403223683,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Фостер 70 для ванной комнаты, Gold Craft",526.ТН.V.Bliss.РКФОС,526.ТН.V.Bliss.РКФОС,1,1,23.05.2026,25.05.2026,29.05.2026,Предоплата,22%,26449,9636,0,0,16813,26449,9636,16813,,,,,,,,,,,,
57403223683,57403223683,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Bliss.МОД,445.ЗШ.V.Bliss.МОД,1,1,23.05.2026,25.05.2026,29.05.2026,Предоплата,22%,8750,3661,0,0,5089,8750,3661,5089,,,,,,,,,,,,
57403243456,57403243456,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,23.05.2026,24.05.2026,29.05.2026,Предоплата,22%,6344,3059,0,0,3285,6344,3059,3285,,,,,,,,,,,,
57405333696,57405333696,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фостер 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФОС,478.ТН.V.Bliss.РКФОС,1,1,23.05.2026,24.05.2026,25.05.2026,Предоплата,22%,19296,9783,0,0,9513,19296,9783,9513,,,,,,,,,,,,
57409777602,57409777602,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Bliss для ванной комнаты, дуб вотан, графит софт",476.ШП.V.Bliss.МОД,476.ШП.V.Bliss.МОД,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,18611,7671,0,0,10940,18611,7671,10940,,,,,,,,,,,,
57409777602,57409777602,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,18514,9007,0,0,9507,18514,9007,9507,,,,,,,,,,,,
57409777602,57409777602,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,6344,2702,0,0,3642,6344,2702,3642,,,,,,,,,,,,
57411069955,57411069955,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Mirva для ванной комнаты, белый",281.ШП.V.Mirva,281.ШП.V.Mirva,1,1,23.05.2026,25.05.2026,27.05.2026,Предоплата,22%,14289,6031,0,0,8258,14289,6031,8258,,,,,,,,,,,,
57414045696,57414045696,Продажа физлицу,"Тумба подвесная Vannika Flavia 70 с раковиной Фостер 70 для ванной комнаты, белая",172.ТП.V.Flavia.КФОС,172.ТП.V.Flavia.КФОС,1,1,23.05.2026,26.05.2026,29.05.2026,Предоплата,22%,25332,10961,0,0,14371,25332,10961,14371,,,,,,,,,,,,
57414407425,57414407425,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,23.05.2026,26.05.2026,28.05.2026,Предоплата,22%,20203,8964,0,0,11239,20203,8964,11239,,,,,,,,,,,,
57414423617,57414423617,Продажа физлицу,"Шкаф-зеркало с подсветкой Vannika Mirva 60 для ванной комнаты, белый",278.ЗШ.V.Mirva,278.ЗШ.V.Mirva,1,1,23.05.2026,26.05.2026,28.05.2026,Предоплата,22%,10181,4433,0,0,5748,10181,4433,5748,,,,,,,,,,,,
57415581763,57415581763,Продажа физлицу,"Тумба подвесная Vannika Kanna 70 с раковиной Como 70 для ванной комнаты, дуб вотан, графит софт",452.ТП.V.Kanna.ККОМ,452.ТП.V.Kanna.ККОМ,1,1,24.05.2026,25.05.2026,28.05.2026,Предоплата,22%,25970,11877,0,0,14093,25970,11877,14093,,,,,,,,,,,,
57418254656,57418254656,Продажа физлицу,"Тумба напольная Vannika Faro 40 с раковиной Даллас 100 правый для ванной комнаты, дуб вотан, графит софт",429.ТН.V.Faro.КПДАЛ,429.ТН.V.Faro.КПДАЛ,1,1,24.05.2026,27.05.2026,30.05.2026,Предоплата,22%,34989,17009,0,0,17980,34989,17009,17980,,,,,,,,,,,,
57423501123,57423501123,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,24.05.2026,25.05.2026,28.05.2026,Предоплата,22%,24196,9333,0,0,14863,24196,9333,14863,,,,,,,,,,,,
57428382081,57428382081,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Bliss.МОД,445.ЗШ.V.Bliss.МОД,1,1,24.05.2026,25.05.2026,27.05.2026,Предоплата,22%,8751,3769,0,0,4982,8751,3769,4982,,,,,,,,,,,,
57430429635,57430429635,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,24.05.2026,25.05.2026,26.05.2026,Предоплата,22%,24090,9452,0,393,14245,24090,9845,14245,,,,,,,,,,,,
57431029568,57431029568,Продажа физлицу,"Тумба напольная Vannika Faro 60 с раковиной Даллас 120 левый для ванной комнаты, дуб вотан, графит софт",431.ТН.V.Faro.КЛДАЛ,431.ТН.V.Faro.КЛДАЛ,1,1,24.05.2026,25.05.2026,27.05.2026,Яндекс.Сплит (предоплата),22%,41030,20605,0,0,20425,41030,20605,20425,,,,,,,,,,,,
57431646339,57431646339,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фостер 50 для ванной комнаты, белая",222.ТН.V.Bliss.КФОС,222.ТН.V.Bliss.КФОС,1,1,24.05.2026,25.05.2026,27.05.2026,Предоплата,22%,17962,7865,0,0,10097,17962,7865,10097,,,,,,,,,,,,
57434187074,57434187074,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,24.05.2026,28.05.2026,30.05.2026,Предоплата,22%,20203,9659,0,0,10544,20203,9659,10544,,,,,,,,,,,,
57436275520,57436275520,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,24.05.2026,29.05.2026,31.05.2026,Предоплата,22%,20201,8714,0,0,11487,20201,8714,11487,,,,,,,,,,,,
57438386880,57438386880,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая, дуб вотан",484.ТН.V.Bliss.РКФОС,484.ТН.V.Bliss.РКФОС,1,1,24.05.2026,25.05.2026,29.05.2026,Предоплата,22%,21680,9017,0,0,12663,21680,9017,12663,,,,,,,,,,,,
57440749377,57440749377,Продажа физлицу,"Тумба напольная без раковины Vannika Bliss 60 для ванной комнаты, белая, дуб вотан",484.ТН.V.Bliss.Р,484.ТН.V.Bliss.Р,1,1,24.05.2026,26.05.2026,28.05.2026,Предоплата,22%,14082,5131,0,0,8951,14082,5131,8951,,,,,,,,,,,,
57444229251,57444229251,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,24.05.2026,26.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,18513,8947,0,0,9566,18513,8947,9566,,,,,,,,,,,,
57445687872,57445687872,Продажа физлицу,"Шкаф-зеркало Vannika Canto 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Canto.ДИВ,445.ЗШ.V.Canto.ДИВ,1,1,24.05.2026,27.05.2026,30.05.2026,Предоплата,22%,8750,4161,0,0,4589,8750,4161,4589,,,,,,,,,,,,
57446259905,57446259905,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,24.05.2026,27.05.2026,28.05.2026,Предоплата,22%,6371,2570,0,0,3801,6371,2570,3801,,,,,,,,,,,,
57452355648,57452355648,Продажа физлицу,"Тумба подвесная Vannika Flavia 70 с раковиной Фостер 70 для ванной комнаты, белая",172.ТП.V.Flavia.КФОС,172.ТП.V.Flavia.КФОС,1,1,25.05.2026,26.05.2026,29.05.2026,Предоплата,22%,25330,10640,0,3186,11504,25330,13826,11504,,,,,,,,,,,,
57454477058,57454477058,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,25.05.2026,27.05.2026,28.05.2026,Предоплата,22%,24196,8714,0,0,15482,24196,8714,15482,,,,,,,,,,,,
57455197314,57455197314,Продажа физлицу,"Тумба напольная без раковины Vannika Bava 40 для ванной комнаты, белая",427.ТН.V.Bava,427.ТН.V.Bava,1,1,25.05.2026,28.05.2026,29.05.2026,Предоплата,22%,17036,6572,0,0,10464,17036,6572,10464,,,,,,,,,,,,
57459948800,57459948800,Продажа физлицу,"Шкаф-зеркало Vannika Kanna 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Kanna.ЛАВ,443.ЗШ.V.Kanna.ЛАВ,1,1,25.05.2026,26.05.2026,31.05.2026,Предоплата,22%,6850,2848,0,0,4002,6850,2848,4002,,,,,,,,,,,,
57460217730,57460217730,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,25.05.2026,26.05.2026,30.05.2026,Предоплата,22%,20202,9847,0,10354,1,20202,20201,1,,,,,,,,,,,,
57460836226,57460836226,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,26.05.2026,27.05.2026,Предоплата,22%,18583,8976,0,0,9607,18583,8976,9607,,,,,,,,,,,,
57464339072,57464339072,Продажа физлицу,"Шкаф-пенал напольно-подвесной Vannika Flavia 50 для ванной комнаты, белый",384.ШП.V.Flavia,384.ШП.V.Flavia,1,1,25.05.2026,26.05.2026,29.05.2026,Предоплата,22%,21298,6863,0,0,14435,21298,6863,14435,,,,,,,,,,,,
57464339072,57464339072,Продажа физлицу,"Тумба напольная Vannika Bliss 80 с раковиной Фест 80 для ванной комнаты, графит софт",481.ТН.V.Bliss.РКФЕС,481.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,26.05.2026,29.05.2026,Предоплата,22%,30201,11682,0,0,18519,30201,11682,18519,,,,,,,,,,,,
57464339072,57464339072,Продажа физлицу,"Тумба напольная Vannika Flavia 80 с раковиной Фест 80 для ванной комнаты, белая",170.ТН.V.Flavia.КФЕС,170.ТН.V.Flavia.КФЕС,1,1,25.05.2026,26.05.2026,29.05.2026,Предоплата,22%,31125,13702,0,0,17423,31125,13702,17423,,,,,,,,,,,,
57465317696,57465317696,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая, дуб вотан",484.ТН.V.Bliss.РКФОС,484.ТН.V.Bliss.РКФОС,1,1,25.05.2026,27.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,21772,9044,0,0,12728,21772,9044,12728,,,,,,,,,,,,
57466278593,57466278593,Продажа физлицу,"Шкаф-зеркало ""Vannika"" Canto, модульный, ЛДСП, 50 см x 72,9 см x 14,8 см",443.ЗШ.V.Canto.ДИВ,443.ЗШ.V.Canto.ДИВ,1,1,25.05.2026,26.05.2026,28.05.2026,Яндекс.Сплит (предоплата),22%,6209,2450,0,0,3759,6209,2450,3759,,,,,,,,,,,,
57470739075,57470739075,Продажа физлицу,"Тумба подвесная Vannika Glad 80 с раковиной Фест 80 для ванной комнаты, cappuccino",521.ТП.V.Glad.КФЕС,521.ТП.V.Glad.КФЕС,1,1,25.05.2026,27.05.2026,29.05.2026,Предоплата,22%,29903,11569,0,0,18334,29903,11569,18334,,,,,,,,,,,,
57471919874,57471919874,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая, дуб вотан",484.ТН.V.Bliss.РКФОС,484.ТН.V.Bliss.РКФОС,1,1,25.05.2026,29.05.2026,30.05.2026,Предоплата,22%,21681,9224,0,0,12457,21681,9224,12457,,,,,,,,,,,,
57472393152,57472393152,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,25.05.2026,26.05.2026,28.05.2026,Предоплата,22%,20285,9457,0,0,10828,20285,9457,10828,,,,,,,,,,,,
57472604864,57472604864,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,26.05.2026,30.05.2026,Предоплата,22%,18583,8626,0,0,9957,18583,8626,9957,,,,,,,,,,,,
57472709632,57472709632,Продажа бизнесу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,27.05.2026,31.05.2026,Предоплата,22%,18583,8281,0,0,10302,18583,8281,10302,,ИП Фатхуллина Шавра Зайнулловна,026303522200,,"453850, р-н Мелеузовский, г. Мелеуз, тер. Кладбище",,,,27.05.2026,202605270001,27.05.2026,202605270001
57473386882,57473386882,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,26.05.2026,27.05.2026,Предоплата,22%,18583,8556,0,87,9940,18583,8643,9940,,,,,,,,,,,,
57475042369,57475042369,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,25.05.2026,27.05.2026,29.05.2026,Предоплата,22%,18513,8887,0,77,9549,18513,8964,9549,,,,,,,,,,,,
57475462466,57475462466,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,25.05.2026,29.05.2026,30.05.2026,Предоплата,22%,6371,2933,0,0,3438,6371,2933,3438,,,,,,,,,,,,
57476147715,57476147715,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,25.05.2026,27.05.2026,29.05.2026,Предоплата,22%,24196,8634,0,0,15562,24196,8634,15562,,,,,,,,,,,,
57479140098,57479140098,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,25.05.2026,27.05.2026,31.05.2026,Предоплата,22%,20285,10172,0,0,10113,20285,10172,10113,,,,,,,,,,,,
57482499329,57482499329,Продажа физлицу,"Шкаф-зеркало Vannika Vastra 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Vastra,443.ЗШ.V.Vastra,1,1,25.05.2026,27.05.2026,28.05.2026,Предоплата,22%,6965,2825,0,0,4140,6965,2825,4140,,,,,,,,,,,,
57483127040,57483127040,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,26.05.2026,27.05.2026,29.05.2026,Предоплата,22%,6371,2530,0,0,3841,6371,2530,3841,,,,,,,,,,,,
57483256577,57483256577,Продажа физлицу,"Тумба напольная Vannika Flavia 60 с раковиной Фостер 60 для ванной комнаты, белая",168.ТН.V.Flavia.КФОС,168.ТН.V.Flavia.КФОС,1,1,26.05.2026,28.05.2026,29.05.2026,Предоплата,22%,23495,10495,0,0,13000,23495,10495,13000,,,,,,,,,,,,
57483635843,57483635843,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая, дуб вотан",484.ТН.V.Bliss.РКФОС,484.ТН.V.Bliss.РКФОС,1,1,26.05.2026,27.05.2026,29.05.2026,Предоплата,22%,21681,9155,0,0,12526,21681,9155,12526,,,,,,,,,,,,
57486846210,57486846210,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФЕС,171.ТП.V.Flavia.КФЕС,1,1,26.05.2026,27.05.2026,30.05.2026,Предоплата,22%,21004,9806,0,0,11198,21004,9806,11198,,,,,,,,,,,,
