ORDER_ID,YOUR_ORDER_ID,ORDER_TYPE,OFFER_NAME,YOUR_SKU,SHOP_SKU,TRANSFERRED_TO_DELIVERY_COUNT,DELIVERED_COUNT,ORDER_CREATION_DATE,TRANSFERRED_TO_DELIVERY_DATE,DELIVERY_DATE,PAYMENT_TYPE,VAT,PRICE_WITH_VAT_AND_NO_DISCOUNT,SHOP_MARKETPLACE_DISCOUNT,SPASIBO_DISCOUNT,YANDEX_PLUS_DISCOUNT,PRICE_WITH_VAT_AND_ALL_DISCOUNTS,DELIVERED_PRICE_SUM_WITH_VAT_AND_NO_DISCOUNTS,DELIVERED_DISCOUNT_SUM,DELIVERED_PRICE_SUM_WITH_VAT_AND_DISCOUNTS,RNPT,ORGANIZATION,INN,KPP,ORGANIZATION_JUR_ADDRESS,UPD_STATUS,UPD_DATE,UPD_NUMBER,CONSIGNMENT_NOTE_DATE,CONSIGNMENT_NOTE_NUMBER,INVOICE_DATE,INVOICE_NUMBER
57187969152,57187969152,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,17.05.2026,18.05.2026,25.05.2026,При получении,22%,6367,2636,0,0,3731,6367,2636,3731,,,,,,,,,,,,
57189387139,57189387139,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,17.05.2026,19.05.2026,25.05.2026,Предоплата,22%,24196,8987,0,0,15209,24196,8987,15209,,,,,,,,,,,,
57193726913,57193726913,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,17.05.2026,19.05.2026,23.05.2026,Предоплата,22%,20285,8703,0,0,11582,20285,8703,11582,,,,,,,,,,,,
57197394112,57197394112,Продажа физлицу,"Тумба напольная Vannika Flavia 80 с раковиной Фостер 80 для ванной комнаты, белая",170.ТН.V.Flavia.КФОС,170.ТН.V.Flavia.КФОС,1,1,17.05.2026,20.05.2026,23.05.2026,Предоплата,22%,31359,15031,0,0,16328,31359,15031,16328,,,,,,,,,,,,
57203446656,57203446656,Продажа физлицу,"Тумба напольная Vannika Canto 80 с раковиной Фест 80 для ванной комнаты, дуб вотан, графит софт",460.ТН.V.Canto.КФЕС,460.ТН.V.Canto.КФЕС,1,1,18.05.2026,19.05.2026,23.05.2026,Предоплата,22%,31949,15645,0,0,16304,31949,15645,16304,,,,,,,,,,,,
57204055043,57204055043,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФЕС,171.ТП.V.Flavia.КФЕС,1,1,18.05.2026,19.05.2026,21.05.2026,Предоплата,22%,21086,9189,0,0,11897,21086,9189,11897,,,,,,,,,,,,
57204055043,57204055043,Продажа физлицу,"Шкаф-зеркало с подсветкой Vannika Mirva 60 для ванной комнаты, белый",278.ЗШ.V.Mirva,278.ЗШ.V.Mirva,1,1,18.05.2026,19.05.2026,21.05.2026,Предоплата,22%,9893,4224,0,0,5669,9893,4224,5669,,,,,,,,,,,,
57205016449,57205016449,Продажа физлицу,"Тумба подвесная Vannika Flavia 70 с раковиной Фостер 70 для ванной комнаты, белая",172.ТП.V.Flavia.КФОС,172.ТП.V.Flavia.КФОС,1,1,18.05.2026,19.05.2026,23.05.2026,Предоплата,22%,25437,12444,0,0,12993,25437,12444,12993,,,,,,,,,,,,
57211055681,57211055681,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,18.05.2026,19.05.2026,21.05.2026,Яндекс.Сплит (предоплата),22%,6341,2784,0,0,3557,6341,2784,3557,,,,,,,,,,,,
57211122561,57211122561,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,18.05.2026,19.05.2026,22.05.2026,При получении,22%,6341,2793,0,0,3548,6341,2793,3548,,,,,,,,,,,,
57213148161,57213148161,Продажа физлицу,"Шкаф-зеркало Vannika Canto 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Canto.ДИВ,445.ЗШ.V.Canto.ДИВ,2,2,18.05.2026,19.05.2026,21.05.2026,Предоплата,22%,8224,3683,0,0,4541,16448,7366,9082,,,,,,,,,,,,
57217952897,57217952897,Продажа физлицу,"Шкаф-зеркало Vannika Canto 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Canto.ДИВ,445.ЗШ.V.Canto.ДИВ,1,1,18.05.2026,21.05.2026,25.05.2026,Предоплата,22%,8257,3527,0,0,4730,8257,3527,4730,,,,,,,,,,,,
57218766337,57218766337,Продажа физлицу,"Тумба напольная без раковины Vannika Bava 60 для ванной комнаты, белая",366.ТН.V.Bava,366.ТН.V.Bava,1,1,18.05.2026,19.05.2026,23.05.2026,Яндекс.Сплит (предоплата),22%,24873,9440,0,0,15433,24873,9440,15433,,,,,,,,,,,,
57219038210,57219038210,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Flavia 60 для ванной комнаты, белый",468.ШП.V.Flavia,468.ШП.V.Flavia,1,1,18.05.2026,19.05.2026,23.05.2026,Предоплата,22%,24152,10072,0,0,14080,24152,10072,14080,,,,,,,,,,,,
57219654978,57219654978,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,18.05.2026,19.05.2026,21.05.2026,Яндекс.Сплит (предоплата),22%,20285,8948,0,0,11337,20285,8948,11337,,,,,,,,,,,,
57229163648,57229163648,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,18.05.2026,22.05.2026,23.05.2026,Предоплата,22%,20202,8907,0,0,11295,20202,8907,11295,,,,,,,,,,,,
57230294913,57230294913,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,18.05.2026,20.05.2026,21.05.2026,Предоплата,22%,20285,8765,0,0,11520,20285,8765,11520,,,,,,,,,,,,
57232613379,57232613379,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,18.05.2026,20.05.2026,23.05.2026,Предоплата,22%,24196,9066,0,0,15130,24196,9066,15130,,,,,,,,,,,,
57238260994,57238260994,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,19.05.2026,21.05.2026,28.05.2026,Предоплата,22%,20285,10401,0,0,9884,20285,10401,9884,,,,,,,,,,,,
57238517634,57238517634,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,19.05.2026,23.05.2026,26.05.2026,Предоплата,22%,20285,8519,0,0,11766,20285,8519,11766,,,,,,,,,,,,
57245494913,57245494913,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,19.05.2026,20.05.2026,24.05.2026,Яндекс.Сплит (предоплата),22%,20206,10259,0,0,9947,20206,10259,9947,,,,,,,,,,,,
57248075779,57248075779,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,19.05.2026,20.05.2026,23.05.2026,Предоплата,22%,20206,10319,0,9886,1,20206,20205,1,,,,,,,,,,,,
57249149760,57249149760,Продажа физлицу,"Тумба подвесная Vannika Glad 50 с раковиной Фостер 50 для ванной комнаты, cappuccino",518.ТП.V.Glad.КФОС,518.ТП.V.Glad.КФОС,1,1,19.05.2026,20.05.2026,24.05.2026,Предоплата,22%,21310,8322,0,0,12988,21310,8322,12988,,,,,,,,,,,,
57250206784,57250206784,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФЕС,171.ТП.V.Flavia.КФЕС,1,1,19.05.2026,21.05.2026,27.05.2026,Предоплата,22%,21086,9496,0,0,11590,21086,9496,11590,,,,,,,,,,,,
57252288579,57252288579,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Como 70 для ванной комнаты, белая",224.ТН.V.Bliss.ККОМ,224.ТН.V.Bliss.ККОМ,1,1,19.05.2026,21.05.2026,23.05.2026,Предоплата,22%,27232,11306,0,0,15926,27232,11306,15926,,,,,,,,,,,,
57254214083,57254214083,Продажа физлицу,"Тумба подвесная Vannika Glad 60 с раковиной Como 60 для ванной комнаты, cappuccino",519.ТП.V.Glad.ККОМ,519.ТП.V.Glad.ККОМ,1,1,19.05.2026,20.05.2026,24.05.2026,Предоплата,22%,24090,9642,0,0,14448,24090,9642,14448,,,,,,,,,,,,
57254379394,57254379394,Продажа физлицу,"Шкаф-зеркало с подсветкой Vannika Mirva 60 для ванной комнаты, белый",278.ЗШ.V.Mirva,278.ЗШ.V.Mirva,1,1,19.05.2026,23.05.2026,26.05.2026,Предоплата,22%,9852,4595,0,0,5257,9852,4595,5257,,,,,,,,,,,,
57269593795,57269593795,Продажа физлицу,"Тумба подвесная Vannika Flavia 70 с раковиной Фостер 70 для ванной комнаты, белая",172.ТП.V.Flavia.КФОС,172.ТП.V.Flavia.КФОС,1,1,19.05.2026,22.05.2026,28.05.2026,Предоплата,22%,25335,11222,0,0,14113,25335,11222,14113,,,,,,,,,,,,
57271355712,57271355712,Продажа физлицу,"Шкаф-зеркало с подсветкой Vannika Mirva 60 для ванной комнаты, белый",278.ЗШ.V.Mirva,278.ЗШ.V.Mirva,2,2,19.05.2026,21.05.2026,24.05.2026,Предоплата,22%,9853,4827,0,0,5026,19706,9654,10052,,,,,,,,,,,,
57271831490,57271831490,Продажа физлицу,"Тумба напольная Vannika Flavia 80 с раковиной Фест 80 для ванной комнаты, белая",170.ТН.V.Flavia.КФЕС,170.ТН.V.Flavia.КФЕС,1,1,19.05.2026,21.05.2026,24.05.2026,Предоплата,22%,30349,17465,0,0,12884,30349,17465,12884,,,,,,,,,,,,
57272102658,57272102658,Продажа физлицу,"Тумба напольная Vannika Flavia 80 с раковиной Фест 80 для ванной комнаты, белая",170.ТН.V.Flavia.КФЕС,170.ТН.V.Flavia.КФЕС,1,1,19.05.2026,21.05.2026,24.05.2026,Предоплата,22%,31125,18143,0,0,12982,31125,18143,12982,,,,,,,,,,,,
57275121792,57275121792,Продажа физлицу,"Тумба напольная угловая Vannika Fiori Без раковины для ванной комнаты, белая",399.ТН.V.Fiori,399.ТН.V.Fiori,2,2,20.05.2026,21.05.2026,24.05.2026,Яндекс.Сплит (предоплата),22%,9543,3949,0,0,5594,19086,7898,11188,,,,,,,,,,,,
57277480897,57277480897,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФЕС,171.ТП.V.Flavia.КФЕС,1,1,20.05.2026,21.05.2026,23.05.2026,Предоплата,22%,21086,11285,0,0,9801,21086,11285,9801,,,,,,,,,,,,
57280798913,57280798913,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,21.05.2026,23.05.2026,Яндекс.Сплит (предоплата),22%,20204,10590,0,0,9614,20204,10590,9614,,,,,,,,,,,,
57281385923,57281385923,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,21.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,20285,9326,0,0,10959,20285,9326,10959,,,,,,,,,,,,
57282097219,57282097219,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,27.05.2026,31.05.2026,Предоплата,22%,20204,10090,0,0,10114,20204,10090,10114,,,,,,,,,,,,
57285665026,57285665026,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Como 70 для ванной комнаты, белая",224.ТН.V.Bliss.ККОМ,224.ТН.V.Bliss.ККОМ,1,1,20.05.2026,21.05.2026,22.05.2026,Предоплата,22%,27237,13326,0,72,13839,27237,13398,13839,,,,,,,,,,,,
57286292033,57286292033,Продажа физлицу,"Тумба напольная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",168.ТН.V.Flavia.КФЕС,168.ТН.V.Flavia.КФЕС,1,1,20.05.2026,21.05.2026,24.05.2026,Предоплата,22%,23300,12214,0,0,11086,23300,12214,11086,,,,,,,,,,,,
57287558595,57287558595,Продажа физлицу,"Тумба подвесная без раковины Vannika Glad 60 для ванной комнаты, cappuccino",519.ТП.V.Glad,519.ТП.V.Glad,1,1,20.05.2026,21.05.2026,25.05.2026,Предоплата,22%,16907,7207,0,85,9615,16907,7292,9615,,,,,,,,,,,,
57289718082,57289718082,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,21.05.2026,24.05.2026,Предоплата,22%,20202,9562,0,0,10640,20202,9562,10640,,,,,,,,,,,,
57294029251,57294029251,Продажа физлицу,"Шкаф-зеркало Vannika Canto 70 для ванной комнаты, дуб вотан",445.ЗШ.V.Canto.ДИВ,445.ЗШ.V.Canto.ДИВ,1,1,20.05.2026,21.05.2026,24.05.2026,Предоплата,22%,8257,3467,0,0,4790,8257,3467,4790,,,,,,,,,,,,
57294898113,57294898113,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фостер 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФОС,171.ТП.V.Flavia.КФОС,1,1,20.05.2026,23.05.2026,24.05.2026,Предоплата,22%,21104,10154,0,0,10950,21104,10154,10950,,,,,,,,,,,,
57297343616,57297343616,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Фостер 70 для ванной комнаты, Gold Craft",526.ТН.V.Bliss.РКФОС,526.ТН.V.Bliss.РКФОС,1,1,20.05.2026,21.05.2026,25.05.2026,Предоплата,22%,26571,10738,0,0,15833,26571,10738,15833,,,,,,,,,,,,
57300261315,57300261315,Продажа физлицу,"Тумба подвесная без раковины Vannika Glad 90 для ванной комнаты, белая",364.ТП.V.Glad,364.ТП.V.Glad,1,1,20.05.2026,21.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,26647,11632,0,0,15015,26647,11632,15015,,,,,,,,,,,,
57301063873,57301063873,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,22.05.2026,24.05.2026,Предоплата,22%,20285,8517,0,0,11768,20285,8517,11768,,,,,,,,,,,,
57304344384,57304344384,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Фостер 70 для ванной комнаты, белая",224.ТН.V.Bliss.КФОС,224.ТН.V.Bliss.КФОС,1,1,20.05.2026,21.05.2026,22.05.2026,Предоплата,22%,24905,11914,0,6,12985,24905,11920,12985,,,,,,,,,,,,
57305207169,57305207169,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Фостер 70 для ванной комнаты, белая",224.ТН.V.Bliss.КФОС,224.ТН.V.Bliss.КФОС,1,1,20.05.2026,23.05.2026,26.05.2026,Предоплата,22%,24902,11606,0,0,13296,24902,11606,13296,,,,,,,,,,,,
57305259648,57305259648,Продажа физлицу,"Шкаф-зеркало Vannika Vastra 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Vastra,443.ЗШ.V.Vastra,1,1,20.05.2026,21.05.2026,23.05.2026,Предоплата,22%,8931,4060,0,0,4871,8931,4060,4871,,,,,,,,,,,,
57308651457,57308651457,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,20.05.2026,22.05.2026,23.05.2026,Предоплата,22%,20285,8268,0,0,12017,20285,8268,12017,,,,,,,,,,,,
57309980160,57309980160,Продажа физлицу,"Тумба подвесная Vannika Flavia 60 с раковиной Фест 60 для ванной комнаты, белая",171.ТП.V.Flavia.КФЕС,171.ТП.V.Flavia.КФЕС,1,1,20.05.2026,22.05.2026,25.05.2026,Предоплата,22%,21004,11016,0,0,9988,21004,11016,9988,,,,,,,,,,,,
57310586115,57310586115,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,20.05.2026,22.05.2026,31.05.2026,При получении,22%,6341,3091,0,0,3250,6341,3091,3250,,,,,,,,,,,,
57311475264,57311475264,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,20.05.2026,22.05.2026,26.05.2026,Предоплата,22%,6341,2741,0,0,3600,6341,2741,3600,,,,,,,,,,,,
57311740994,57311740994,Продажа физлицу,"Тумба подвесная Vannika Glad 70 с раковиной Como 70 для ванной комнаты, cappuccino",520.ТП.V.Glad.ККОМ,520.ТП.V.Glad.ККОМ,1,1,20.05.2026,22.05.2026,25.05.2026,Предоплата,22%,26494,11726,0,0,14768,26494,11726,14768,,,,,,,,,,,,
57312431745,57312431745,Продажа физлицу,"Тумба напольная Vannika Flavia 50 с раковиной Фостер 50 для ванной комнаты, белая",210.ТН.V.Flavia.КФОС,210.ТН.V.Flavia.КФОС,1,1,20.05.2026,23.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,20230,10735,0,0,9495,20230,10735,9495,,,,,,,,,,,,
57315184064,57315184064,Продажа физлицу,"Тумба подвесная без раковины Vannika Glad 80 для ванной комнаты, cappuccino",521.ТП.V.Glad,521.ТП.V.Glad,1,1,20.05.2026,22.05.2026,25.05.2026,Предоплата,22%,19380,8706,0,0,10674,19380,8706,10674,,,,,,,,,,,,
57316072003,57316072003,Продажа физлицу,"Шкаф-зеркало Vannika Bliss 50 для ванной комнаты, дуб вотан",443.ЗШ.V.Bliss.МОД,443.ЗШ.V.Bliss.МОД,1,1,20.05.2026,23.05.2026,24.05.2026,Предоплата,22%,6367,2626,0,0,3741,6367,2626,3741,,,,,,,,,,,,
57328479681,57328479681,Продажа физлицу,"Тумба подвесная Vannika Rinni 80 с раковиной Como 80 для ванной комнаты, дуб веллингтон табак",435.ТП.V.Rinni.ККОМ,435.ТП.V.Rinni.ККОМ,1,1,21.05.2026,23.05.2026,24.05.2026,Предоплата,22%,32753,14681,0,0,18072,32753,14681,18072,,,,,,,,,,,,
57329119105,57329119105,Продажа физлицу,"Тумба напольная Vannika Flavia 50 с раковиной Фостер 50 для ванной комнаты, белая",210.ТН.V.Flavia.КФОС,210.ТН.V.Flavia.КФОС,1,1,21.05.2026,22.05.2026,25.05.2026,Предоплата,22%,20229,10207,0,237,9785,20229,10444,9785,,,,,,,,,,,,
57329462402,57329462402,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,21.05.2026,22.05.2026,24.05.2026,Предоплата,22%,18513,8827,0,0,9686,18513,8827,9686,,,,,,,,,,,,
57329894979,57329894979,Продажа физлицу,"Тумба подвесная Vannika Kanna 80 с раковиной Como 80 для ванной комнаты, дуб вотан, графит софт",453.ТП.V.Kanna.ККОМ,453.ТП.V.Kanna.ККОМ,1,1,21.05.2026,22.05.2026,26.05.2026,Предоплата,22%,28990,11649,0,0,17341,28990,11649,17341,,,,,,,,,,,,
57329894979,57329894979,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Kanna 50 для ванной комнаты, дуб вотан, графит софт",456.ШП.V.Kanna,456.ШП.V.Kanna,1,1,21.05.2026,22.05.2026,26.05.2026,Предоплата,22%,22436,7541,0,0,14895,22436,7541,14895,,,,,,,,,,,,
57329894979,57329894979,Продажа физлицу,"Шкаф-зеркало Vannika Kanna 80 для ванной комнаты, дуб вотан",446.ЗШ.V.Kanna.ЛАВ,446.ЗШ.V.Kanna.ЛАВ,1,1,21.05.2026,22.05.2026,26.05.2026,Предоплата,22%,8421,3444,0,0,4977,8421,3444,4977,,,,,,,,,,,,
57331035651,57331035651,Продажа физлицу,"Тумба подвесная Vannika Glad 80 с раковиной Фест 80 для ванной комнаты, cappuccino",521.ТП.V.Glad.КФЕС,521.ТП.V.Glad.КФЕС,1,1,21.05.2026,22.05.2026,26.05.2026,Предоплата,22%,30037,11424,0,0,18613,30037,11424,18613,,,,,,,,,,,,
57333829568,57333829568,Продажа физлицу,"Шкаф-зеркало Vannika Canto 60 для ванной комнаты, дуб вотан, шкаф витрина",444.ЗШ.V.Canto.ДИВ,444.ЗШ.V.Canto.ДИВ,1,1,21.05.2026,22.05.2026,26.05.2026,Предоплата,22%,6890,3247,0,289,3354,6890,3536,3354,,,,,,,,,,,,
57335204354,57335204354,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, Gold Craft",525.ТН.V.Bliss.РКФОС,525.ТН.V.Bliss.РКФОС,1,1,21.05.2026,25.05.2026,29.05.2026,Предоплата,22%,21677,8500,0,0,13177,21677,8500,13177,,,,,,,,,,,,
57338996674,57338996674,Продажа физлицу,"Тумба подвесная Vannika Glad 70 с раковиной Como 70 для ванной комнаты, cappuccino",520.ТП.V.Glad.ККОМ,520.ТП.V.Glad.ККОМ,1,1,21.05.2026,22.05.2026,24.05.2026,Предоплата,22%,26612,9752,0,0,16860,26612,9752,16860,,,,,,,,,,,,
57340407168,57340407168,Продажа физлицу,"Шкаф-пенал напольно-подвесной Vannika Flavia 50 для ванной комнаты, белый",384.ШП.V.Flavia,384.ШП.V.Flavia,1,1,21.05.2026,22.05.2026,30.05.2026,Предоплата,22%,21298,7559,0,0,13739,21298,7559,13739,,,,,,,,,,,,
57340847169,57340847169,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,21.05.2026,23.05.2026,25.05.2026,Предоплата,22%,20204,9057,0,0,11147,20204,9057,11147,,,,,,,,,,,,
57340890818,57340890818,Продажа физлицу,"Тумба напольная Vannika Faro 40 с раковиной Даллас 100 левый для ванной комнаты, дуб вотан, графит софт",Т.FARO.П-40Н-SET-DAL100L,Т.FARO.П-40Н-SET-DAL100L,1,1,21.05.2026,22.05.2026,25.05.2026,Яндекс.Сплит (предоплата),22%,34699,14358,0,0,20341,34699,14358,20341,,,,,,,,,,,,
57341757505,57341757505,Продажа бизнесу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,21.05.2026,23.05.2026,25.05.2026,Предоплата,22%,20285,20284,0,0,1,20285,20284,1,,ИП Бобылева Нино Гугуниевна,772630343283,,"117525, г Москва",УПД 1,23.05.2026,202605230001,,,,
57342226050,57342226050,Продажа физлицу,"Тумба подвесная Vannika Fetto 50 с раковиной Фест 50 для ванной комнаты, графит софт",421.ТП.V.Fetto.КФЕС,421.ТП.V.Fetto.КФЕС,1,1,21.05.2026,23.05.2026,24.05.2026,Предоплата,22%,22303,9577,0,0,12726,22303,9577,12726,,,,,,,,,,,,
57343428673,57343428673,Продажа физлицу,"Тумба подвесная Vannika Glad 70 с раковиной Como 70 для ванной комнаты, cappuccino",520.ТП.V.Glad.ККОМ,520.ТП.V.Glad.ККОМ,1,1,21.05.2026,23.05.2026,25.05.2026,Предоплата,22%,26494,11309,0,272,14913,26494,11581,14913,,,,,,,,,,,,
57345869186,57345869186,Продажа физлицу,"Шкаф-зеркало ""Vannika"" Canto, модульный, ЛДСП, 50 см x 72,9 см x 14,8 см",443.ЗШ.V.Canto.ДИВ,443.ЗШ.V.Canto.ДИВ,1,1,21.05.2026,25.05.2026,29.05.2026,Предоплата,22%,6183,2627,0,0,3556,6183,2627,3556,,,,,,,,,,,,
57347507395,57347507395,Продажа физлицу,"Тумба напольная Vannika Bliss 60 с раковиной Фостер 60 для ванной комнаты, белая",223.ТН.V.Bliss.КФОС,223.ТН.V.Bliss.КФОС,1,1,21.05.2026,23.05.2026,26.05.2026,Предоплата,22%,20205,9307,0,0,10898,20205,9307,10898,,,,,,,,,,,,
57352127745,57352127745,Продажа физлицу,"Шкаф-пенал напольно/подвесной Vannika Mirva для ванной комнаты, белый",281.ШП.V.Mirva,281.ШП.V.Mirva,1,1,22.05.2026,23.05.2026,31.05.2026,Предоплата,22%,14227,5654,0,0,8573,14227,5654,8573,,,,,,,,,,,,
57352127745,57352127745,Продажа физлицу,"Тумба напольная Vannika Bava 40 с раковиной Даллас 100 левый для ванной комнаты, белая",427.ТН.V.Bava.КЛДАЛ,427.ТН.V.Bava.КЛДАЛ,1,1,22.05.2026,23.05.2026,31.05.2026,Предоплата,22%,34606,14688,0,0,19918,34606,14688,19918,,,,,,,,,,,,
57353378689,57353378689,Продажа физлицу,"Шкаф-зеркало ""Vannika Canto"" 80, Россия, модульный, ЛДСП, дуб Вотан",446.ЗШ.V.Canto.ДИВ,446.ЗШ.V.Canto.ДИВ,1,1,22.05.2026,23.05.2026,29.05.2026,При получении,22%,8409,3989,0,0,4420,8409,3989,4420,,,,,,,,,,,,
57353378689,57353378689,Продажа физлицу,"Шкаф-зеркало Vannika Canto 60 для ванной комнаты, дуб вотан, шкаф витрина",444.ЗШ.V.Canto.ДИВ,444.ЗШ.V.Canto.ДИВ,1,1,22.05.2026,23.05.2026,29.05.2026,При получении,22%,6861,3277,0,0,3584,6861,3277,3584,,,,,,,,,,,,
57355111680,57355111680,Продажа физлицу,"Тумба напольная Vannika Bliss 50 с раковиной Фест 50 для ванной комнаты, графит софт",478.ТН.V.Bliss.РКФЕС,478.ТН.V.Bliss.РКФЕС,1,1,22.05.2026,24.05.2026,27.05.2026,Предоплата,22%,18583,8803,0,0,9780,18583,8803,9780,,,,,,,,,,,,
57356230784,57356230784,Продажа физлицу,"Тумба подвесная без раковины Vannika Bava 60 для ванной комнаты, белая",367.ТП.V.Bava,367.ТП.V.Bava,1,1,22.05.2026,23.05.2026,26.05.2026,Предоплата,22%,16943,6691,0,0,10252,16943,6691,10252,,,,,,,,,,,,
57356390273,57356390273,Продажа физлицу,"Тумба напольная Vannika Bliss 70 с раковиной Como 70 для ванной комнаты, белая",224.ТН.V.Bliss.ККОМ,224.ТН.V.Bliss.ККОМ,1,1,22.05.2026,23.05.2026,24.05.2026,Предоплата,22%,24753,10758,0,0,13995,24753,10758,13995,,,,,,,,,,,,
