ORDER_ID,YOUR_ORDER_ID,ORDER_TYPE,OFFER_NAME,YOUR_SKU,SHOP_SKU,TRANSFERRED_TO_DELIVERY_COUNT,UNREDEEMED_COUNT,ORDER_CREATION_DATE,TRANSFERRED_TO_DELIVERY_DATE,DELIVERY_DATE,UNREDEEMED_WAREHOUSE_OR_SC_ACCEPT_DATE,PAYMENT_TYPE,VAT,PRICE_WITH_VAT_AND_NO_DISCOUNT,SHOP_MARKETPLACE_DISCOUNT,SPASIBO_DISCOUNT,YANDEX_PLUS_DISCOUNT,PRICE_WITH_VAT_AND_ALL_DISCOUNTS,UNREDEEMED_PRICE_SUM_WITH_VAT_AND_NO_DISCOUNTS,UNREDEEMED_DISCOUNT_SUM,UNREDEEMED_PRICE_SUM_WITH_VAT_AND_DISCOUNTS,RNPT,ORGANIZATION,INN,KPP,ORGANIZATION_JUR_ADDRESS,UPD_STATUS,UPD_DATE,UPD_NUMBER,UKD_STATUS,UKD_DATE,UKD_NUMBER,CONSIGNMENT_NOTE_DATE,CONSIGNMENT_NOTE_NUMBER,INVOICE_DATE,INVOICE_NUMBER,ADJUSTMENT_INVOICE_DATE,ADJUSTMENT_INVOICE_NUMBER,REDEEMED_PRICE
56422150208,56422150208,Продажа физлицу,"Тумба подвесная SanStar Ориана 80 с раковиной Como 80 (комплект) для ванной комнаты, белая",287.1-1.4.1.ККОМ,287.1-1.4.1.ККОМ,1,1,25.04.2026,28.04.2026,,12.05.2026,Предоплата,22%,27549,12412,0,0,15137,27549,12412,15137,,,,,,,,,,,,,,,,,,
56449354626,56449354626,Продажа физлицу,Тумба подвесная SanStar Siva 70 с раковиной Фостер 70 (комплект) для ванной комнаты Дуб веллингтон табак,434.1-1.4.1.СКФОС,434.1-1.4.1.СКФОС,1,1,26.04.2026,27.04.2026,,07.05.2026,Предоплата,22%,29505,13125,0,0,16380,29505,13125,16380,,,,,,,,,,,,,,,,,,
56463250178,56463250178,Продажа физлицу,"Тумба напольная SanStar Модена 80 с раковиной Фест 80 (комплект) для ванной комнаты, Gold Craft",527.1-1.4.1.РКФЕС,527.1-1.4.1.РКФЕС,1,1,26.04.2026,29.04.2026,,12.05.2026,Предоплата,22%,30249,11015,0,0,19234,30249,11015,19234,,,,,,,,,,,,,,,,,,
56472119170,56472119170,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,26.04.2026,28.04.2026,,05.05.2026,При получении,22%,8833,4178,0,0,4655,8833,4178,4655,,,,,,,,,,,,,,,,,,
56477213315,56477213315,Продажа физлицу,Тумба подвесная SanStar Тоскана 80 с раковиной Миранда 80 (комплект) для ванной комнаты,395.1-1.4.1.КМИР,395.1-1.4.1.КМИР,1,1,27.04.2026,30.04.2026,,12.05.2026,Предоплата,22%,28202,12575,0,0,15627,28202,12575,15627,,,,,,,,,,,,,,,,,,
56479338754,56479338754,Продажа физлицу,"Тумба напольная SanStar Каскад 60 с раковиной Грация (комплект) для ванной комнаты, белая",338.1-1.4.1.КУЮТ,3381141КУЮТ,1,1,27.04.2026,29.04.2026,,05.05.2026,Предоплата,22%,16028,7630,0,0,8398,16028,7630,8398,,,,,,,,,,,,,,,,,,
56497920323,56497920323,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,27.04.2026,29.04.2026,,12.05.2026,Предоплата,22%,8867,5168,0,0,3699,8867,5168,3699,,,,,,,,,,,,,,,,,,
56505795075,56505795075,Продажа физлицу,"Тумба напольная SanStar Линни 60 с раковиной Клермонт 60 (комплект) для ванной комнаты, белая",415.1-1.4.1.ККЛЕ,415.1-1.4.1.ККЛЕ,1,1,28.04.2026,02.05.2026,,18.05.2026,Предоплата,22%,19456,8808,0,0,10648,19456,8808,10648,,,,,,,,,,,,,,,,,,
56505795075,56505795075,Продажа физлицу,"Шкаф-пенал универсальный SanStar Линни для ванной комнаты, белый",276.1-3.4.1.КАС,276.1-3.4.1.КАС,1,1,28.04.2026,02.05.2026,,18.05.2026,Предоплата,22%,16080,6266,0,0,9814,16080,6266,9814,,,,,,,,,,,,,,,,,,
56505795075,56505795075,Продажа физлицу,Зеркальный шкаф подвесной SanStar Линни 60 для ванной комнаты белый,273.1-2.4.1.КАС,273.1-2.4.1.КАС,1,1,28.04.2026,02.05.2026,,18.05.2026,Предоплата,22%,8267,3735,0,0,4532,8267,3735,4532,,,,,,,,,,,,,,,,,,
56508880960,56508880960,Продажа физлицу,"Тумба напольная SanStar Линни 60 с раковиной Клермонт 60 (комплект) для ванной комнаты, белая",415.1-1.4.1.ККЛЕ,415.1-1.4.1.ККЛЕ,1,1,28.04.2026,30.04.2026,,07.05.2026,Предоплата,22%,19456,9103,0,361,9992,19456,9464,9992,,,,,,,,,,,,,,,,,,
56508880960,56508880960,Продажа физлицу,"Зеркальный шкаф подвесной SanStar Модена 60 для ванной комнаты, белый",174.1-2.4.1.АДЕ,1741241АДЕ,1,1,28.04.2026,30.04.2026,,07.05.2026,Предоплата,22%,9939,3074,0,240,6625,9939,3314,6625,,,,,,,,,,,,,,,,,,
56534837697,56534837697,Продажа физлицу,"Тумба подвесная SanStar Graffa 50 с раковиной Moduo 50 (комплект) для ванной комнаты Дуб вотан, графит софт",450.1-1.4.1.КМОД,450.1-1.4.1.КМОД,1,1,28.04.2026,30.04.2026,,12.05.2026,Предоплата,22%,18847,8201,0,0,10646,18847,8201,10646,,,,,,,,,,,,,,,,,,
56543148417,56543148417,Продажа физлицу,"Тумба напольная SanStar Линни 50 с раковиной Клермонт 50 (комплект) для ванной комнаты, белая",413.1-1.4.1.ККЛЕ,413.1-1.4.1.ККЛЕ,1,1,29.04.2026,01.05.2026,,07.05.2026,Предоплата,22%,18620,10065,0,0,8555,18620,10065,8555,,,,,,,,,,,,,,,,,,
56544870400,56544870400,Продажа физлицу,Шкаф-пенал подвесной SanStar Lavanti для ванной комнаты Дуб вотан,437.1-3.4.1.,437.1-3.4.1.,1,1,29.04.2026,30.04.2026,,05.05.2026,Предоплата,22%,14912,5712,0,0,9200,14912,5712,9200,,,,,,,,,,,,,,,,,,
56548343747,56548343747,Продажа физлицу,Тумба подвесная SanStar Noche 80 с раковиной Фостер 80 (комплект) для ванной комнаты Графит софт,424.1-1.4.1.КФОС,424.1-1.4.1.КФОС,1,1,29.04.2026,30.04.2026,,18.05.2026,Предоплата,22%,33704,17504,0,0,16200,33704,17504,16200,,,,,,,,,,,,,,,,,,
56553069697,56553069697,Продажа физлицу,Тумба подвесная SanStar Noche 60 с раковиной Como 60 (комплект) для ванной комнаты Графит софт,422.1-1.4.1.ККОМ,422.1-1.4.1.ККОМ,1,1,29.04.2026,30.04.2026,,07.05.2026,Яндекс.Сплит (предоплата),22%,26885,14032,0,70,12783,26885,14102,12783,,,,,,,,,,,,,,,,,,
56555442241,56555442241,Продажа физлицу,"Тумба подвесная SanStar Ориана 80 с раковиной Como 80 (комплект) для ванной комнаты, белая",287.1-1.4.1.ККОМ,287.1-1.4.1.ККОМ,1,1,29.04.2026,01.05.2026,,12.05.2026,Предоплата,22%,29854,15810,0,0,14044,29854,15810,14044,,,,,,,,,,,,,,,,,,
56555939008,56555939008,Продажа физлицу,Зеркальный шкаф подвесной SanStar Graffa 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ЛАВ,444.1-2.4.1.ЛАВ,1,1,29.04.2026,30.04.2026,,18.05.2026,При получении,22%,9232,4512,0,0,4720,9232,4512,4720,,,,,,,,,,,,,,,,,,
56562110851,56562110851,Продажа физлицу,"Тумба подвесная SanStar Diva 80 без раковины для ванной комнаты белый, дуб вотан",495.1-1.4.1.Р,495.1-1.4.1.Р,1,1,29.04.2026,30.04.2026,,12.05.2026,Предоплата,22%,14119,4751,0,0,9368,14119,4751,9368,,,,,,,,,,,,,,,,,,
56571640448,56571640448,Продажа физлицу,"Тумба напольная SanStar Адель 50 с раковиной Moduo 50 (комплект) для ванной комнаты, белая",210.1-1.4.1.КМОД,210.1-1.4.1.КМОД,1,1,29.04.2026,03.05.2026,,05.05.2026,Яндекс.Сплит (предоплата),22%,21386,10874,0,0,10512,21386,10874,10512,,,,,,,,,,,,,,,,,,
56582931968,56582931968,Продажа физлицу,Зеркальный шкаф подвесной SanStar Lavanti 60 для ванной комнаты Дуб вотан,444.1-2.4.1.,444.1-2.4.1.,1,1,30.04.2026,01.05.2026,,05.05.2026,Предоплата,22%,8887,3764,0,0,5123,8887,3764,5123,,,,,,,,,,,,,,,,,,
56591763395,56591763395,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ДИВ,446.1-2.4.1.ДИВ,1,1,30.04.2026,01.05.2026,,05.05.2026,Яндекс.Сплит (предоплата),22%,10719,4847,0,400,5472,10719,5247,5472,,,,,,,,,,,,,,,,,,
56612100099,56612100099,Продажа физлицу,"Тумба подвесная SanStar Линни 60 с раковиной Клермонт 60 (комплект) для ванной комнаты, белая",402.1-1.4.1.ККЛЕ,402.1-1.4.1.ККЛЕ,1,1,30.04.2026,05.05.2026,,18.05.2026,Предоплата,22%,17623,7399,0,0,10224,17623,7399,10224,,,,,,,,,,,,,,,,,,
56612100099,56612100099,Продажа физлицу,"Шкаф-пенал универсальный SanStar Линни для ванной комнаты, белый",276.1-3.4.1.КАС,276.1-3.4.1.КАС,1,1,30.04.2026,05.05.2026,,18.05.2026,Предоплата,22%,15613,6110,0,0,9503,15613,6110,9503,,,,,,,,,,,,,,,,,,
56613058945,56613058945,Продажа физлицу,"Тумба напольная SanStar Адель 50 Без раковины для ванной комнаты, белая",210.1-1.4.1.,2101-141,1,1,30.04.2026,02.05.2026,,12.05.2026,При получении,22%,13569,5613,0,0,7956,13569,5613,7956,,,,,,,,,,,,,,,,,,
56614763267,56614763267,Продажа физлицу,"Тумба напольная SanStar Толедо 50 с раковиной Даллас 110 правый (комплект) для ванной комнаты, белая",428.1-1.4.1.КПДАЛ,428.1-1.4.1.КПДАЛ,1,1,01.05.2026,07.05.2026,,21.05.2026,Предоплата,22%,36841,16262,0,0,20579,36841,16262,20579,,,,,,,,,,,,,,,,,,
56627141699,56627141699,Продажа физлицу,Зеркальный шкаф подвесной SanStar Graffa 50 для ванной комнаты Дуб вотан,443.1-2.4.1.ЛАВ,443.1-2.4.1.ЛАВ,1,1,01.05.2026,02.05.2026,,05.05.2026,Предоплата,22%,6451,2440,0,0,4011,6451,2440,4011,,,,,,,,,,,,,,,,,,
56627304579,56627304579,Продажа физлицу,"Тумба напольная SanStar Каскад 60 с раковиной Грация (комплект) для ванной комнаты, белая",338.1-1.4.1.КУЮТ,3381141КУЮТ,1,1,01.05.2026,02.05.2026,,07.05.2026,При получении,22%,12225,5915,0,0,6310,12225,5915,6310,,,,,,,,,,,,,,,,,,
56637478273,56637478273,Продажа физлицу,Зеркальный шкаф подвесной SanStar Линни 60 для ванной комнаты белый,273.1-2.4.1.КАС,273.1-2.4.1.КАС,1,1,01.05.2026,02.05.2026,,18.05.2026,Предоплата,22%,7991,3503,0,0,4488,7991,3503,4488,,,,,,,,,,,,,,,,,,
56641084481,56641084481,Продажа физлицу,Тумба подвесная SanStar Тоскана 60 с раковиной Фест 60 (комплект) для ванной комнаты,391.1-1.4.1.КФЕС,391.1-1.4.1.КФЕС,1,1,01.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,17543,7538,0,0,10005,17543,7538,10005,,,,,,,,,,,,,,,,,,
56642820355,56642820355,Продажа физлицу,"Тумба напольная SanStar Линни 70 с раковиной Клермонт 70 (комплект) для ванной комнаты, белая",416.1-1.4.1.ККЛЕ,416.1-1.4.1.ККЛЕ,1,1,01.05.2026,03.05.2026,,28.05.2026,Предоплата,22%,23297,10076,0,0,13221,23297,10076,13221,,,,,,,,,,,,,,,,,,
56677377920,56677377920,Продажа физлицу,"Тумба подвесная SanStar Riana 70 с раковиной Фостер 70 (комплект) для ванной комнаты, грей",503.1-1.4.1.КФОС,503.1-1.4.1.КФОС,1,1,02.05.2026,06.05.2026,,21.05.2026,Предоплата,22%,32228,13269,0,0,18959,32228,13269,18959,,,,,,,,,,,,,,,,,,
56679457921,56679457921,Продажа физлицу,"Тумба напольная SanStar Лайн 55 Без раковины для ванной комнаты, белая",514.1-1.4.1.Р,514.1-1.4.1.Р,1,1,03.05.2026,04.05.2026,,07.05.2026,Предоплата,22%,7255,2550,0,0,4705,7255,2550,4705,,,,,,,,,,,,,,,,,,
56688801858,56688801858,Продажа физлицу,"Тумба напольная SanStar Darko 40 с раковиной Даллас 100 правый (комплект) для ванной комнаты Дуб вотан, графит софт",429.1-1.4.1.КПДАЛ,429.1-1.4.1.КПДАЛ,1,1,03.05.2026,04.05.2026,,05.05.2026,Предоплата,22%,34692,12854,0,0,21838,34692,12854,21838,,,,,,,,,,,,,,,,,,
56689463424,56689463424,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ДИВ,446.1-2.4.1.ДИВ,1,1,03.05.2026,04.05.2026,,05.05.2026,Предоплата,22%,8781,4027,0,600,4154,8781,4627,4154,,,,,,,,,,,,,,,,,,
56693554563,56693554563,Продажа физлицу,"Тумба напольная SanStar Модена 50 с раковиной Como 50 (комплект) для ванной комнаты, белая",222.1-1.4.1.ККОМ,222.1-1.4.1.ККОМ,1,1,03.05.2026,04.05.2026,,18.05.2026,Предоплата,22%,18621,7508,0,0,11113,18621,7508,11113,,,,,,,,,,,,,,,,,,
56699476610,56699476610,Продажа физлицу,"Тумба подвесная SanStar Diva 80 с раковиной Фест 80 (комплект) для ванной комнаты, дуб вотан, графит софт",474.1-1.4.1.РКФЕС,474.1-1.4.1.РКФЕС,1,1,03.05.2026,04.05.2026,,18.05.2026,Предоплата,22%,31566,13123,0,0,18443,31566,13123,18443,,,,,,,,,,,,,,,,,,
56719266113,56719266113,Продажа физлицу,"Шкаф-пенал подвесной SanStar Siva для ванной комнаты, Дуб веллингтон табак",436.1-3.4.1.,436.1-3.4.1.,1,1,04.05.2026,07.05.2026,,07.05.2026,Предоплата,22%,14389,4449,0,0,9940,14389,4449,9940,,,,,,,,,,,,,,,,,,
56719266113,56719266113,Продажа физлицу,"Тумба подвесная SanStar Siva 60 с раковиной Фостер 60 (комплект) для ванной комнаты, Дуб веллингтон табак",433.1-1.4.1.КФОС,433.1-1.4.1.КФОС,1,1,04.05.2026,07.05.2026,,07.05.2026,Предоплата,22%,24723,9087,0,0,15636,24723,9087,15636,,,,,,,,,,,,,,,,,,
56726572737,56726572737,Продажа физлицу,"Тумба подвесная SanStar Ориана 70 с раковиной Como 70 (комплект) для ванной комнаты, белая",286.1-1.4.1.ККОМ,286.1-1.4.1.ККОМ,1,1,04.05.2026,05.05.2026,,18.05.2026,Предоплата,22%,25633,14172,0,0,11461,25633,14172,11461,,,,,,,,,,,,,,,,,,
56727623490,56727623490,Продажа физлицу,"Тумба напольная SanStar Линни 60 с раковиной Клермонт 60 (комплект) для ванной комнаты, белая",415.1-1.4.1.ККЛЕ,415.1-1.4.1.ККЛЕ,1,1,04.05.2026,05.05.2026,,21.05.2026,Предоплата,22%,20489,9300,0,0,11189,20489,9300,11189,,,,,,,,,,,,,,,,,,
56727857987,56727857987,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,04.05.2026,05.05.2026,,07.05.2026,Предоплата,22%,8566,3666,0,0,4900,8566,3666,4900,,,,,,,,,,,,,,,,,,
56738225728,56738225728,Продажа физлицу,"Тумба напольная SanStar Модена 50 с раковиной Como 50 (комплект) для ванной комнаты, белая",222.1-1.4.1.ККОМ,222.1-1.4.1.ККОМ,1,1,04.05.2026,06.05.2026,,28.05.2026,Предоплата,22%,18621,7620,0,0,11001,18621,7620,11001,,,,,,,,,,,,,,,,,,
56793316800,56793316800,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,06.05.2026,07.05.2026,,12.05.2026,Предоплата,22%,8527,3789,0,0,4738,8527,3789,4738,,,,,,,,,,,,,,,,,,
56811600321,56811600321,Продажа физлицу,"Тумба напольная SanStar Diva 70 с раковиной Фостер 70 (комплект) для ванной комнаты, Gold Craft",530.1-1.4.1.КФОС,530.1-1.4.1.КФОС,1,1,06.05.2026,07.05.2026,,12.05.2026,Предоплата,22%,29224,9929,0,0,19295,29224,9929,19295,,,,,,,,,,,,,,,,,,
56817386499,56817386499,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,06.05.2026,08.05.2026,,12.05.2026,При получении,22%,8527,3177,0,0,5350,8527,3177,5350,,,,,,,,,,,,,,,,,,
56825587715,56825587715,Продажа физлицу,"Тумба подвесная SanStar Адель 100 с раковиной Фостер 100 (комплект) для ванной комнаты, белая",386.1-1.4.1.КФОС,386.1-1.4.1.КФОС,1,1,07.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,37446,12881,0,0,24565,37446,12881,24565,,,,,,,,,,,,,,,,,,
56837971648,56837971648,Продажа физлицу,"Тумба напольная SanStar Адель 100 с раковиной Фостер 100 (комплект) для ванной комнаты, белая",385.1-1.4.1.КФОС,385.1-1.4.1.КФОС,1,1,07.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,40825,15111,0,0,25714,40825,15111,25714,,,,,,,,,,,,,,,,,,
56861608258,56861608258,Продажа физлицу,"Тумба подвесная SanStar Diva 80 с раковиной Фест 80 (комплект) для ванной комнаты, дуб вотан, графит софт",474.1-1.4.1.РКФЕС,474.1-1.4.1.РКФЕС,1,1,08.05.2026,09.05.2026,,21.05.2026,Предоплата,22%,31566,11534,0,0,20032,31566,11534,20032,,,,,,,,,,,,,,,,,,
56870478531,56870478531,Продажа физлицу,"Тумба напольная SanStar Diva 70 с раковиной Фостер 70 (комплект) для ванной комнаты, Gold Craft",530.1-1.4.1.КФОС,530.1-1.4.1.КФОС,1,1,08.05.2026,14.05.2026,,26.05.2026,Предоплата,22%,29224,9928,0,0,19296,29224,9928,19296,,,,,,,,,,,,,,,,,,
56871895171,56871895171,Продажа физлицу,"Тумба напольная SanStar Модена 80 Без раковины для ванной комнаты, белая, дуб вотан",486.1-1.4.1.Р,486.1-1.4.1.Р,1,1,08.05.2026,09.05.2026,,12.05.2026,При получении,22%,18082,6498,0,0,11584,18082,6498,11584,,,,,,,,,,,,,,,,,,
56872192768,56872192768,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ДИВ,446.1-2.4.1.ДИВ,1,1,08.05.2026,10.05.2026,,12.05.2026,Яндекс.Сплит (предоплата),22%,8775,3249,0,0,5526,8775,3249,5526,,,,,,,,,,,,,,,,,,
56893006787,56893006787,Продажа физлицу,Зеркальный шкаф подвесной SanStar Lavanti 60 для ванной комнаты Дуб вотан,444.1-2.4.1.,444.1-2.4.1.,1,1,09.05.2026,10.05.2026,,18.05.2026,Яндекс.Сплит (предоплата),22%,8746,3285,0,0,5461,8746,3285,5461,,,,,,,,,,,,,,,,,,
56925303363,56925303363,Продажа физлицу,"Шкаф-пенал универсальный SanStar Адель для ванной комнаты, белый",177.1-3.4.1.,1771-341,1,1,10.05.2026,11.05.2026,,12.05.2026,Предоплата,22%,14725,4095,0,0,10630,14725,4095,10630,,,,,,,,,,,,,,,,,,
56962979330,56962979330,Продажа физлицу,"Тумба подвесная SanStar Graffa 50 с раковиной Фостер 50 (комплект) для ванной комнаты Дуб вотан, графит софт",450.1-1.4.1.КФОС,450.1-1.4.1.КФОС,1,1,11.05.2026,12.05.2026,,26.05.2026,Предоплата,22%,18472,7914,0,0,10558,18472,7914,10558,,,,,,,,,,,,,,,,,,
