advert_id;date;app_type;nm_id;nm_name;views;clicks;ctr;cpc;atbs;orders;shks;sum;sum_price;cr;canceled
26267465;2026-04-05;32;189758167;Тумба подвесная Линни 55 с раковиной Клермонт 55;3;0;0,0000;0,0000;0;0;0;0,9600;0,0000;0,0000;0
26267465;2026-04-05;32;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;1;0;0,0000;0,0000;0;0;0;0,4700;0,0000;0,0000;0
26267465;2026-04-05;64;196284869;Тумба подвесная Велья 50 с раковиной Фест 50;1;0;0,0000;0,0000;0;0;0;0,4500;0,0000;0,0000;0
26267465;2026-04-05;64;214735155;Тумба подвесная Адель 50 с раковиной Como 50;2;0;0,0000;0,0000;0;0;0;1,0000;0,0000;0,0000;0
26267465;2026-04-01;64;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;4;0;0,0000;0,0000;0;0;0;0,7600;0,0000;0,0000;0
26267465;2026-04-01;64;214735155;Тумба подвесная Адель 50 с раковиной Como 50;1;0;0,0000;0,0000;0;0;0;0,2000;0,0000;0,0000;0
26267465;2026-04-02;32;214735155;Тумба подвесная Адель 50 с раковиной Como 50;2;0;0,0000;0,0000;0;0;0;1,3200;0,0000;0,0000;0
26267465;2026-04-02;64;214735155;Тумба подвесная Адель 50 с раковиной Como 50;1;0;0,0000;0,0000;0;0;0;0,4300;0,0000;0,0000;0
26267465;2026-04-02;64;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;4;0;0,0000;0,0000;0;0;0;1,1000;0,0000;0,0000;0
26267465;2026-04-03;64;196284869;Тумба подвесная Велья 50 с раковиной Фест 50;1;0;0,0000;0,0000;0;0;0;0,0900;0,0000;0,0000;0
26267465;2026-04-03;64;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;1;0;0,0000;0,0000;0;0;0;0,1400;0,0000;0,0000;0
26267465;2026-04-03;32;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;0;1;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
26267465;2026-04-03;32;196284869;Тумба подвесная Велья 50 с раковиной Фест 50;1;0;0,0000;0,0000;0;0;0;0,6800;0,0000;0,0000;0
26267465;2026-04-04;32;214735155;Тумба подвесная Адель 50 с раковиной Como 50;1;0;0,0000;0,0000;0;0;0;0,6600;0,0000;0,0000;0
26267465;2026-04-04;32;189758167;Тумба подвесная Линни 55 с раковиной Клермонт 55;1;0;0,0000;0,0000;0;0;0;0,1700;0,0000;0,0000;0
26267465;2026-04-04;64;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;4;0;0,0000;0,0000;0;0;0;0,6500;0,0000;0,0000;0
26267465;2026-04-06;64;189758167;Тумба подвесная Линни 55 с раковиной Клермонт 55;2;0;0,0000;0,0000;0;0;0;0,3000;0,0000;0,0000;0
26267465;2026-04-06;64;196284865;Тумба подвесная Ориана 50 с раковиной Фест 50;2;0;0,0000;0,0000;0;0;0;0,3000;0,0000;0,0000;0
