advert_id;date;app_type;nm_id;nm_name;views;clicks;ctr;cpc;atbs;orders;shks;sum;sum_price;cr;canceled
27545012;2026-04-13;64;316761984;Шкаф-пенал подвесной FIT Дуб веллингтон табак;1;0;0,0000;0,0000;0;0;0;0,1000;0,0000;0,0000;0
27545012;2026-04-13;64;385558817;Шкаф в ванную Levi навесной пенал;3;0;0,0000;0,0000;0;0;0;0,3100;0,0000;0,0000;0
27545012;2026-04-13;64;430270021;Шкаф-пенал подвесной для ванны Gift Gold;2;0;0,0000;0,0000;0;0;0;0,2400;0,0000;0,0000;0
27545012;2026-04-13;64;316742233;Шкаф-пенал подвесной FIT Дуб вотан;2;0;0,0000;0,0000;0;0;0;0,2100;0,0000;0,0000;0
27545012;2026-04-13;32;385558817;Шкаф в ванную Levi навесной пенал;1;0;0,0000;0,0000;0;0;0;0,3500;0,0000;0,0000;0
34647719;2026-04-13;64;317306091;Тумба напольная GIPS 50 с раковиной Даллас 110 П;724;33;4,5600;9,5500;5;1;1;315,2700;36709,0000;3,0300;0
34647719;2026-04-13;64;317306056;Тумба напольная GIPS 60 с раковиной Даллас 120 Л;0;0;0,0000;0,0000;2;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;317306091;Тумба напольная GIPS 50 с раковиной Даллас 110 П;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;317306056;Тумба напольная GIPS 60 с раковиной Даллас 120 Л;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;317306080;Тумба напольная GIPS 60 с раковиной Даллас 120 П;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;392094946;Тумба подвесная GIPS 50 с раковиной Даллас 110 правый;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;318213407;Шкаф-пенал универсальный FAME 50 для ванной комнаты;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;0;317306073;Тумба напольная GIPS 50 с раковиной Даллас 110 Л;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;32;317306091;Тумба напольная GIPS 50 с раковиной Даллас 110 П;766;39;5,0900;8,5200;3;0;0;332,2600;0,0000;0,0000;0
34647719;2026-04-13;32;317306080;Тумба напольная GIPS 60 с раковиной Даллас 120 П;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;32;392094946;Тумба подвесная GIPS 50 с раковиной Даллас 110 правый;0;0;0,0000;0,0000;2;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;32;318213407;Шкаф-пенал универсальный FAME 50 для ванной комнаты;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;32;317306073;Тумба напольная GIPS 50 с раковиной Даллас 110 Л;0;0;0,0000;0,0000;3;0;0;0,0000;0,0000;0,0000;0
34647719;2026-04-13;1;317306091;Тумба напольная GIPS 50 с раковиной Даллас 110 П;111;2;1,8000;24,6500;0;0;0;49,3000;0,0000;0,0000;0
33136240;2026-04-13;0;318234381;Шкаф-пенал универсальный HOLY для ванной комнаты;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
33136240;2026-04-13;0;316790459;Тумба напольная FAME 50 с раковиной Moduo 50;0;0;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
