advert_id;date;app_type;nm_id;nm_name;views;clicks;ctr;cpc;atbs;orders;shks;sum;sum_price;cr;canceled
27685474;2026-01-05;64;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;1251;29;2,3200;25,4900;4;0;0;739,2700;0,0000;0,0000;0
27685474;2026-01-05;64;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;430;6;1,4000;44,6000;2;0;0;267,6000;0,0000;0,0000;0
27685474;2026-01-05;64;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;380;3;0,7900;79,2800;0;0;0;237,8300;0,0000;0,0000;0
27685474;2026-01-05;64;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;403;4;0,9900;62,9300;0;0;0;251,7200;0,0000;0,0000;0
27685474;2026-01-05;64;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;7;0;0,0000;0,0000;0;0;0;2,9000;0,0000;0,0000;0
27685474;2026-01-05;64;399669261;Тумба Fab 70 с раковиной Клермонт 70 подвесная в ванную;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;64;317384029;Тумба подвесная MIST 50 с раковиной Фест 50;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;617;12;1,9400;32,3000;0;0;0;387,6300;0,0000;0,0000;0
27685474;2026-01-05;32;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;760;16;2,1100;29,4600;1;0;0;471,3800;0,0000;0,0000;0
27685474;2026-01-05;32;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;1943;72;3,7100;15,9000;9;2;2;1144,4600;30530,0000;2,7800;1
27685474;2026-01-05;32;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;7;0;0,0000;0,0000;0;0;0;3,8100;0,0000;0,0000;0
27685474;2026-01-05;32;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;559;21;3,7600;16,5200;0;0;0;346,8400;0,0000;0,0000;0
27685474;2026-01-05;32;318234378;Зеркальный шкаф подвесной HOLY 80 для ванной комнаты;0;0;0,0000;0,0000;2;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;318234384;Зеркальный шкаф подвесной HOLY 60 для ванной комнаты;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;316733163;Зеркальный шкаф подвесной GRACE 60 Дуб вотан;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;317383980;Тумба подвесная MIST 60 с раковиной Moduo 60;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;317384038;Тумба подвесная MIST 60 с раковиной Квадро 60;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;317384034;Тумба подвесная MIST 70 с раковиной Como 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;32;317383981;Тумба подвесная MIST 70 с раковиной Foster 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-05;1;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;73;1;1,3700;45,1300;0;0;0;45,1300;0,0000;0,0000;0
27685474;2026-01-05;1;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;48;0;0,0000;0,0000;0;0;0;30,1800;0,0000;0,0000;0
27685474;2026-01-05;1;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;154;1;0,6500;92,2800;0;0;0;92,2800;0,0000;0,0000;0
27685474;2026-01-05;1;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;65;0;0,0000;0,0000;0;0;0;40,5700;0,0000;0,0000;0
27685474;2026-01-02;1;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;30;1;3,3300;16,4800;0;0;0;16,4800;0,0000;0,0000;0
27685474;2026-01-02;1;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;68;1;1,4700;37,5700;0;0;0;37,5700;0,0000;0,0000;0
27685474;2026-01-02;1;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;67;2;2,9900;18,5900;0;0;0;37,1900;0,0000;0,0000;0
27685474;2026-01-02;1;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;24;1;4,1700;13,2100;0;0;0;13,2100;0,0000;0,0000;0
27685474;2026-01-02;1;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;91;1;1,1000;48,6900;0;0;0;48,6900;0,0000;0,0000;0
27685474;2026-01-02;32;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;310;15;4,8400;11,2300;3;0;0;168,5200;0,0000;0,0000;0
27685474;2026-01-02;32;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;720;35;4,8600;11,3700;6;0;0;397,8100;0,0000;0,0000;0
27685474;2026-01-02;32;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;636;12;1,8900;29,1700;0;0;0;350,0800;0,0000;0,0000;0
27685474;2026-01-02;32;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;265;5;1,8900;29,1000;1;0;0;145,5100;0,0000;0,0000;0
27685474;2026-01-02;32;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;1204;28;2,3300;22,5300;0;0;0;630,8200;0,0000;0,0000;0
27685474;2026-01-02;32;559757365;Тумба подвесная Grace 60 с раковиной Фостер 60;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;317321019;Тумба подвесная HOLY 70 с раковиной Foster 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;392094929;Тумба подвесная GRACE 50 с раковиной Фест 50;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;399669201;Тумба Fab 55 с раковиной Клермонт 55 подвесная в ванную;0;0;0,0000;0,0000;2;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;392094935;Тумба подвесная GRACE 50 с раковиной Moduo 50;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;317384021;Тумба подвесная MIST 70 с раковиной Миранда 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;399710086;Тумба Oliva 70 с раковиной Миранда 70 подвесная в ванную;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;32;316733163;Зеркальный шкаф подвесной GRACE 60 Дуб вотан;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;64;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;406;7;1,7200;31,9400;1;0;0;223,6100;0,0000;0,0000;0
27685474;2026-01-02;64;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;902;25;2,7700;18,7600;3;1;1;468,9400;21366,0000;4,0000;0
27685474;2026-01-02;64;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;204;2;0,9800;55,6000;0;0;0;111,2000;0,0000;0,0000;0
27685474;2026-01-02;64;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;509;12;2,3600;23,5000;2;0;0;281,9900;0,0000;0,0000;0
27685474;2026-01-02;64;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;166;0;0,0000;0,0000;0;0;0;91,5700;0,0000;0,0000;0
27685474;2026-01-02;64;317321018;Тумба подвесная HOLY 70 с раковиной Миранда 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;64;317321022;Тумба подвесная HOLY 70 Без раковины для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-02;64;316804055;Тумба подвесная TWINS 50 Без раковины;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;1;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;103;1;0,9700;64,4100;0;0;0;64,4100;0,0000;0,0000;0
27685474;2026-01-08;1;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;144;7;4,8600;13,0300;0;0;0;91,2300;0,0000;0,0000;0
27685474;2026-01-08;1;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;73;0;0,0000;0,0000;0;0;0;45,7700;0,0000;0,0000;0
27685474;2026-01-08;1;317320978;Тумба подвесная с раковиной в ванную;0;0;0,0000;0,0000;0;1;1;0,0000;18502,0000;0,0000;0
27685474;2026-01-08;1;318234378;Зеркальный шкаф подвесной HOLY 80 для ванной комнаты;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;1;316733163;Зеркальный шкаф подвесной GRACE 60 Дуб вотан;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;32;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;839;22;2,6200;23,7600;3;0;0;522,7700;0,0000;0,0000;0
27685474;2026-01-08;32;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;1318;24;1,8200;34,5600;4;0;0;829,5400;0,0000;0,0000;0
27685474;2026-01-08;32;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;1052;21;2,0000;31,1100;1;0;0;653,2100;0,0000;0,0000;0
27685474;2026-01-08;32;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;1;0;0,0000;0,0000;0;0;0;0,5400;0,0000;0,0000;0
27685474;2026-01-08;32;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;0;1;0,0000;0,0000;0;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;32;399669214;Тумба Fab 45 с раковиной Клермонт 45 универсальная в ванную;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;32;317321017;Тумба подвесная HOLY 60 с раковиной Фест 60;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-08;64;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;621;8;1,2900;48,3200;0;0;0;386,5500;0,0000;0,0000;0
27685474;2026-01-08;64;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;6;0;0,0000;0,0000;0;0;0;2,5300;0,0000;0,0000;0
27685474;2026-01-08;64;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;1;0;0,0000;0,0000;0;0;0;0,1700;0,0000;0,0000;0
27685474;2026-01-08;64;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;494;12;2,4300;25,9300;1;0;0;311,1500;0,0000;0,0000;0
27685474;2026-01-08;64;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;848;3;0,3500;177,3700;0;0;0;532,1200;0,0000;0,0000;0
27685474;2026-01-08;64;317383981;Тумба подвесная MIST 70 с раковиной Foster 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-03;32;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;1083;25;2,3100;23,8100;4;0;0;595,3000;0,0000;0,0000;0
27685474;2026-01-03;32;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;30;3;10,0000;5,3000;0;0;0;15,8900;0,0000;0,0000;0
27685474;2026-01-03;32;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;652;16;2,4500;22,4600;1;0;0;359,4000;0,0000;0,0000;0
27685474;2026-01-03;32;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;1195;79;6,6100;8,3500;6;0;0;659,3100;0,0000;0,0000;0
27685474;2026-01-03;32;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;590;21;3,5600;15,3600;0;0;0;322,6000;0,0000;0,0000;0
27685474;2026-01-03;32;400539161;Шкаф в ванную Fab напольно-подвесной пенал;0;0;0,0000;0,0000;2;1;1;0,0000;13936,0000;0,0000;0
27685474;2026-01-03;32;317321027;Тумба напольная HOLY 60 с раковиной Foster 60;0;0;0,0000;0,0000;0;1;1;0,0000;23879,0000;0,0000;0
27685474;2026-01-03;32;317321022;Тумба подвесная HOLY 70 Без раковины для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-03;32;317384029;Тумба подвесная MIST 50 с раковиной Фест 50;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-03;64;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;458;7;1,5300;36,1400;0;0;0;252,9600;0,0000;0,0000;0
27685474;2026-01-03;64;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;571;3;0,5300;104,6000;0;0;0;313,8000;0,0000;0,0000;0
27685474;2026-01-03;64;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;849;45;5,3000;10,4400;2;0;0;469,8500;0,0000;0,0000;0
27685474;2026-01-03;64;392094948;Тумба подвесная GRACE 50 с раковиной Foster 50;21;1;4,7600;8,8100;0;0;0;8,8100;0,0000;0,0000;0
27685474;2026-01-03;64;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;312;7;2,2400;24,3100;1;0;0;170,1400;0,0000;0,0000;0
27685474;2026-01-03;64;399669201;Тумба Fab 55 с раковиной Клермонт 55 подвесная в ванную;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-03;64;317321017;Тумба подвесная HOLY 60 с раковиной Фест 60;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
27685474;2026-01-03;1;399669191;Тумба Fab 50 с раковиной Клермонт 50 подвесная в ванную;129;4;3,1000;17,7300;0;0;0;70,9300;0,0000;0,0000;0
27685474;2026-01-03;1;317321015;Тумба подвесная HOLY 50 с раковиной Como 50;105;2;1,9000;29,1400;0;0;0;58,2800;0,0000;0,0000;0
27685474;2026-01-03;1;317383989;Тумба подвесная MIST 50 с раковиной Foster 50;56;0;0,0000;0,0000;0;0;0;30,6300;0,0000;0,0000;0
27685474;2026-01-03;1;399710097;Тумба Oliva 50 с раковиной Фест 50 подвесная в ванную;82;5;6,1000;9,0500;0;0;0;45,2300;0,0000;0,0000;0
