advert_id;date;app_type;nm_id;nm_name;views;clicks;ctr;cpc;atbs;orders;shks;sum;sum_price;cr;canceled
27545062;2026-04-10;64;385558820;Шкаф в ванную для стиральной машины Levi напольный;6;0;0,0000;0,0000;0;0;0;1,3400;0,0000;0,0000;0
27545062;2026-04-10;64;400539174;Шкаф в ванную для стиральной машины Grace напольный;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-10;64;316806590;Шкаф напольный TWINS для стиральной машины;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-10;32;317803592;Шкаф напольный для стиральной машины для ванной;1;0;0,0000;0,0000;0;0;0;0,5100;0,0000;0,0000;0
27545062;2026-04-10;32;385558820;Шкаф в ванную для стиральной машины Levi напольный;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-11;32;385558820;Шкаф в ванную для стиральной машины Levi напольный;1;0;0,0000;0,0000;0;0;0;0,1500;0,0000;0,0000;0
27545062;2026-04-11;32;316806590;Шкаф напольный TWINS для стиральной машины;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-11;64;385558820;Шкаф в ванную для стиральной машины Levi напольный;4;0;0,0000;0,0000;0;0;0;0,4700;0,0000;0,0000;0
27545062;2026-04-11;64;316806590;Шкаф напольный TWINS для стиральной машины;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-11;64;400539174;Шкаф в ванную для стиральной машины Grace напольный;3;0;0,0000;0,0000;0;0;0;0,3700;0,0000;0,0000;0
27545062;2026-04-13;64;316806590;Шкаф напольный TWINS для стиральной машины;3;0;0,0000;0,0000;0;0;0;0,3000;0,0000;0,0000;0
27545062;2026-04-13;64;400539174;Шкаф в ванную для стиральной машины Grace напольный;1;0;0,0000;0,0000;0;0;0;0,1200;0,0000;0,0000;0
27545062;2026-04-13;64;317803592;Шкаф напольный для стиральной машины для ванной;1;0;0,0000;0,0000;0;0;0;0,1500;0,0000;0,0000;0
