advert_id;date;app_type;nm_id;nm_name;views;clicks;ctr;cpc;atbs;orders;shks;sum;sum_price;cr;canceled
32937274;2026-03-20;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;3;0;0,0000;0,0000;0;0;0;1,1900;0,0000;0,0000;0
32937274;2026-03-20;32;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;2;0;0,0000;0,0000;0;0;0;1,2500;0,0000;0,0000;0
32937274;2026-03-25;32;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;762;22;2,8900;21,6900;5;0;0;477,2800;0,0000;0,0000;0
32937274;2026-03-25;32;555459668;Тумба напольная Модена 70 с раковиной Фостер 70 для ванной;0;0;0,0000;0,0000;2;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-25;32;371700957;Тумба напольная Модена 70 с раковиной Фостер для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-25;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;667;11;1,6500;37,9300;1;0;0;417,2300;0,0000;0,0000;0
32937274;2026-03-25;64;555449446;Тумба напольная Модена 70 с раковиной Грейс 70;0;0;0,0000;0,0000;0;1;1;0,0000;25780,0000;0,0000;1
32937274;2026-03-25;1;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;134;5;3,7300;16,7400;1;0;0;83,7100;0,0000;0,0000;0
32937274;2026-03-25;1;371703009;Тумба напольная Модена 70 с раковиной Фостер;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;609;8;1,3100;47,3900;2;0;0;379,1400;0,0000;0,0000;0
32937274;2026-03-31;64;58086214;Тумба Модена 60 с раковиной Фостер;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;64;371700971;Тумба напольная Модена 60 с раковиной Фест;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;64;81595972;Тумба Модена 60 с раковиной Фест;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;32;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;743;26;3,5000;17,8800;4;0;0;464,9500;0,0000;0,0000;0
32937274;2026-03-31;32;58086242;Тумба Bianca 65 с раковиной Стиль;0;0;0,0000;0,0000;2;1;1;0,0000;19179,0000;0,0000;0
32937274;2026-03-31;32;64220527;Тумба Модена 80 с раковиной Фест;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;32;64220523;Тумба Модена 70 с раковиной Foster 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;32;371700957;Тумба напольная Модена 70 с раковиной Фостер для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;32;371702991;Тумба напольная Модена 70 с раковиной Como для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;32;214735203;Тумба напольная Модена 70 с раковиной Como 70;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-31;1;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;100;1;1,0000;62,6400;0;0;0;62,6400;0,0000;0,0000;0
32937274;2026-03-16;32;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;1398;42;3,0000;43,3900;1;0;0;1822,5500;0,0000;0,0000;0
32937274;2026-03-16;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;1127;20;1,7700;76,8400;5;0;0;1536,7700;0,0000;0,0000;0
32937274;2026-03-16;64;371702991;Тумба напольная Модена 70 с раковиной Como для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-16;64;371703009;Тумба напольная Модена 70 с раковиной Фостер;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-16;1;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;199;3;1,5100;85,1500;0;0;0;255,4500;0,0000;0,0000;0
32937274;2026-03-23;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;666;17;2,5500;24,4800;3;0;0;416,2000;0,0000;0,0000;0
32937274;2026-03-23;64;555459668;Тумба напольная Модена 70 с раковиной Фостер 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;555459681;Тумба напольная Модена 70 с раковиной Como 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;156716777;Тумба напольная Модена 70 с раковиной Миранда 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;371703009;Тумба напольная Модена 70 с раковиной Фостер;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;58418388;Тумба Lanciano 60 с раковиной Грейс;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;64220523;Тумба Модена 70 с раковиной Foster 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;64;58063550;Тумба Модена 70 без раковины;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-23;1;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;131;0;0,0000;0,0000;0;0;0;82,1400;0,0000;0,0000;0
32937274;2026-03-23;32;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;790;18;2,2800;27,5000;3;0;0;495,0200;0,0000;0,0000;0
32937274;2026-03-23;32;371702991;Тумба напольная Модена 70 с раковиной Como для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-28;64;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;716;14;1,9600;31,8900;2;0;0;446,4200;0,0000;0,0000;0
32937274;2026-03-28;64;156716777;Тумба напольная Модена 70 с раковиной Миранда 70 для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-28;64;371702991;Тумба напольная Модена 70 с раковиной Como для ванной;0;0;0,0000;0,0000;1;0;0;0,0000;0,0000;0,0000;0
32937274;2026-03-28;1;371702981;Тумба напольная Модена 70 с раковиной Como для ванной;94;3;3,1900;19,6000;0;0;0;58,8100;0,0000;0,0000;0
