file_name;size_bytes;extension;modified_unix_secs;directory;crate_name;src_root;is_text;lines;category;object;rust_role;rust_fn_count;rust_type_count;rust_impl_count;rust_pub_item_count;rust_use_external_count;rel_path
left.rs;481;rs;2025-12-20 17:01:03;crates/frontend/src/layout/left;frontend;crates/frontend/src;true;15;layout;left;module;1;0;0;1;1;crates/frontend/src/layout/left/left.rs
mod.rs;83;rs;2025-12-20 18:01:18;crates/frontend/src/layout/left;frontend;crates/frontend/src;true;5;layout;left;mod_rs;0;0;0;4;2;crates/frontend/src/layout/left/mod.rs
sidebar.rs;11137;rs;2025-12-26 00:34:00;crates/frontend/src/layout/left;frontend;crates/frontend/src;true;250;layout;left;module;2;1;0;1;1;crates/frontend/src/layout/left/sidebar.rs
mod.rs;2584;rs;2025-12-26 22:49:47;crates/frontend/src/layout;frontend;crates/frontend/src;true;88;layout;;mod_rs;2;0;0;9;2;crates/frontend/src/layout/mod.rs
mod.rs;80;rs;2025-12-20 19:44:18;crates/frontend/src/layout/right;frontend;crates/frontend/src;true;5;layout;right;mod_rs;0;0;0;4;2;crates/frontend/src/layout/right/mod.rs
logs_api.rs;2673;rs;2025-12-20 17:01:03;crates/frontend/src/layout/right/panel;frontend;crates/frontend/src;true;73;layout;right;module;3;0;0;2;5;crates/frontend/src/layout/right/panel/logs_api.rs
mod.rs;73;rs;2025-12-20 19:44:18;crates/frontend/src/layout/right/panel;frontend;crates/frontend/src;true;4;layout;right;mod_rs;0;0;0;3;1;crates/frontend/src/layout/right/panel/mod.rs
right_panel.rs;4355;rs;2025-12-20 17:01:03;crates/frontend/src/layout/right/panel;frontend;crates/frontend/src;true;112;layout;right;module;1;0;0;1;2;crates/frontend/src/layout/right/panel/right_panel.rs
right.rs;2456;rs;2025-12-20 17:01:03;crates/frontend/src/layout/right;frontend;crates/frontend/src;true;65;layout;right;module;1;0;0;1;1;crates/frontend/src/layout/right/right.rs
mod.rs;4140;rs;2025-12-20 17:01:03;crates/frontend/src/layout/top_header;frontend;crates/frontend/src;true;120;layout;top_header;mod_rs;1;0;0;1;3;crates/frontend/src/layout/top_header/mod.rs
windows_dropdown.rs;5162;rs;2025-12-20 17:01:03;crates/frontend/src/layout/top_header;frontend;crates/frontend/src;true;128;layout;top_header;module;1;0;0;1;2;crates/frontend/src/layout/top_header/windows_dropdown.rs
lib.rs;1237;rs;2025-12-20 17:01:03;crates/frontend/src;frontend;crates/frontend/src;true;51;misc;;lib;2;0;0;11;1;crates/frontend/src/lib.rs
mod.rs;241;rs;2025-12-20 17:01:03;crates/frontend/src/projections;frontend;crates/frontend/src;true;7;projections;;mod_rs;0;0;0;7;0;crates/frontend/src/projections/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p900_mp_sales_register;frontend;crates/frontend/src;true;1;projections;p900_mp_sales_register;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p900_mp_sales_register/mod.rs
mod.rs;13580;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p900_mp_sales_register/ui/details;frontend;crates/frontend/src;true;271;projections;p900_mp_sales_register;mod_rs;2;2;0;35;7;crates/frontend/src/projections/p900_mp_sales_register/ui/details/mod.rs
mod.rs;37485;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p900_mp_sales_register/ui/list;frontend;crates/frontend/src;true;683;projections;p900_mp_sales_register;mod_rs;3;5;0;35;9;crates/frontend/src/projections/p900_mp_sales_register/ui/list/mod.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p900_mp_sales_register/ui;frontend;crates/frontend/src;true;2;projections;p900_mp_sales_register;mod_rs;0;0;0;2;0;crates/frontend/src/projections/p900_mp_sales_register/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p901_nomenclature_barcodes;frontend;crates/frontend/src;true;1;projections;p901_nomenclature_barcodes;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p901_nomenclature_barcodes/mod.rs
mod.rs;28306;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p901_nomenclature_barcodes/ui/list;frontend;crates/frontend/src;true;581;projections;p901_nomenclature_barcodes;mod_rs;2;4;0;15;4;crates/frontend/src/projections/p901_nomenclature_barcodes/ui/list/mod.rs
mod.rs;15;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p901_nomenclature_barcodes/ui;frontend;crates/frontend/src;true;1;projections;p901_nomenclature_barcodes;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p901_nomenclature_barcodes/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p902_ozon_finance_realization;frontend;crates/frontend/src;true;1;projections;p902_ozon_finance_realization;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p902_ozon_finance_realization/mod.rs
mod.rs;29220;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p902_ozon_finance_realization/ui/list;frontend;crates/frontend/src;true;554;projections;p902_ozon_finance_realization;mod_rs;2;3;0;34;9;crates/frontend/src/projections/p902_ozon_finance_realization/ui/list/mod.rs
mod.rs;15;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p902_ozon_finance_realization/ui;frontend;crates/frontend/src;true;1;projections;p902_ozon_finance_realization;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p902_ozon_finance_realization/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p903_wb_finance_report;frontend;crates/frontend/src;true;1;projections;p903_wb_finance_report;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p903_wb_finance_report/mod.rs
mod.rs;44141;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p903_wb_finance_report/ui/details;frontend;crates/frontend/src;true;810;projections;p903_wb_finance_report;mod_rs;3;7;0;58;8;crates/frontend/src/projections/p903_wb_finance_report/ui/details/mod.rs
mod.rs;43201;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p903_wb_finance_report/ui/list;frontend;crates/frontend/src;true;825;projections;p903_wb_finance_report;mod_rs;3;3;0;41;9;crates/frontend/src/projections/p903_wb_finance_report/ui/list/mod.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p903_wb_finance_report/ui;frontend;crates/frontend/src;true;2;projections;p903_wb_finance_report;mod_rs;0;0;0;2;0;crates/frontend/src/projections/p903_wb_finance_report/ui/mod.rs
mod.rs;29;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p904_sales_data;frontend;crates/frontend/src;true;2;projections;p904_sales_data;mod_rs;0;0;0;2;0;crates/frontend/src/projections/p904_sales_data/mod.rs
state.rs;1831;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p904_sales_data;frontend;crates/frontend/src;true;52;projections;p904_sales_data;module;2;1;1;10;2;crates/frontend/src/projections/p904_sales_data/state.rs
mod.rs;58338;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p904_sales_data/ui/list;frontend;crates/frontend/src;true;1108;projections;p904_sales_data;mod_rs;8;3;1;27;15;crates/frontend/src/projections/p904_sales_data/ui/list/mod.rs
mod.rs;15;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p904_sales_data/ui;frontend;crates/frontend/src;true;1;projections;p904_sales_data;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p904_sales_data/ui/mod.rs
api.rs;4248;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p905_wb_commission_history;frontend;crates/frontend/src;true;144;projections;p905_wb_commission_history;module;5;0;0;5;2;crates/frontend/src/projections/p905_wb_commission_history/api.rs
mod.rs;27;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p905_wb_commission_history;frontend;crates/frontend/src;true;2;projections;p905_wb_commission_history;mod_rs;0;0;0;2;0;crates/frontend/src/projections/p905_wb_commission_history/mod.rs
mod.rs;8464;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p905_wb_commission_history/ui/details;frontend;crates/frontend/src;true;171;projections;p905_wb_commission_history;mod_rs;1;0;0;1;3;crates/frontend/src/projections/p905_wb_commission_history/ui/details/mod.rs
mod.rs;15751;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p905_wb_commission_history/ui/list;frontend;crates/frontend/src;true;320;projections;p905_wb_commission_history;mod_rs;1;0;0;1;4;crates/frontend/src/projections/p905_wb_commission_history/ui/list/mod.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/frontend/src/projections/p905_wb_commission_history/ui;frontend;crates/frontend/src;true;2;projections;p905_wb_commission_history;mod_rs;0;0;0;2;0;crates/frontend/src/projections/p905_wb_commission_history/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p906_nomenclature_prices;frontend;crates/frontend/src;true;1;projections;p906_nomenclature_prices;mod_rs;0;0;0;1;0;crates/frontend/src/projections/p906_nomenclature_prices/mod.rs
mod.rs;20827;rs;2025-12-29 15:26:32;crates/frontend/src/projections/p906_nomenclature_prices/ui/list;frontend;crates/frontend/src;true;496;projections;p906_nomenclature_prices;mod_rs;5;2;0;13;8;crates/frontend/src/projections/p906_nomenclature_prices/ui/list/mod.rs
state.rs;2451;rs;2025-12-29 15:26:32;crates/frontend/src/projections/p906_nomenclature_prices/ui/list;frontend;crates/frontend/src;true;94;projections;p906_nomenclature_prices;module;6;2;1;18;2;crates/frontend/src/projections/p906_nomenclature_prices/ui/list/state.rs
mod.rs;53;rs;2025-12-20 19:44:18;crates/frontend/src/projections/p906_nomenclature_prices/ui;frontend;crates/frontend/src;true;3;projections;p906_nomenclature_prices;mod_rs;0;0;0;2;1;crates/frontend/src/projections/p906_nomenclature_prices/ui/mod.rs
mod.rs;17;rs;2025-12-20 17:01:03;crates/frontend/src/routes;frontend;crates/frontend/src;true;1;routes;;mod_rs;0;0;0;1;0;crates/frontend/src/routes/mod.rs
routes.rs;14663;rs;2025-12-26 00:34:00;crates/frontend/src/routes;frontend;crates/frontend/src;true;335;routes;;module;3;0;0;1;2;crates/frontend/src/routes/routes.rs
date_input.rs;902;rs;2025-12-20 19:44:18;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;27;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/date_input.rs
date_range_picker.rs;11515;rs;2025-12-21 20:25:33;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;272;shared;components;module;1;0;0;1;3;crates/frontend/src/shared/components/date_range_picker.rs
filter_panel.rs;4278;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;128;shared;components;module;2;0;0;2;1;crates/frontend/src/shared/components/filter_panel.rs
mod.rs;214;rs;2025-12-20 22:42:01;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;9;shared;components;mod_rs;0;0;0;9;0;crates/frontend/src/shared/components/mod.rs
month_selector.rs;10244;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;191;shared;components;module;1;0;0;1;2;crates/frontend/src/shared/components/month_selector.rs
page_header.rs;995;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;34;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/page_header.rs
pagination_controls.rs;4211;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;121;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/pagination_controls.rs
table_checkbox.rs;1545;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;46;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/table_checkbox.rs
table_totals_row.rs;1932;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components;frontend;crates/frontend/src;true;60;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/table_totals_row.rs
badge.rs;1477;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;51;shared;components;module;2;0;0;2;1;crates/frontend/src/shared/components/ui/badge.rs
button.rs;1779;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;58;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/ui/button.rs
checkbox.rs;1662;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;57;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/ui/checkbox.rs
input.rs;2209;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;67;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/ui/input.rs
mod.rs;328;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;15;shared;components;mod_rs;0;0;0;14;7;crates/frontend/src/shared/components/ui/mod.rs
radio.rs;3573;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;119;shared;components;module;2;0;0;2;1;crates/frontend/src/shared/components/ui/radio.rs
select.rs;2182;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;68;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/ui/select.rs
textarea.rs;1944;rs;2025-12-20 17:01:03;crates/frontend/src/shared/components/ui;frontend;crates/frontend/src;true;63;shared;components;module;1;0;0;1;1;crates/frontend/src/shared/components/ui/textarea.rs
db.rs;5925;rs;2025-12-20 17:01:03;crates/frontend/src/shared/data;frontend;crates/frontend/src;true;177;shared;data;module;7;0;0;2;3;crates/frontend/src/shared/data/db.rs
mod.rs;73;rs;2025-12-20 17:01:03;crates/frontend/src/shared/data;frontend;crates/frontend/src;true;3;shared;data;mod_rs;0;0;0;2;0;crates/frontend/src/shared/data/mod.rs
registry.rs;4169;rs;2025-12-20 17:01:03;crates/frontend/src/shared/data;frontend;crates/frontend/src;true;98;shared;data;module;1;0;0;1;0;crates/frontend/src/shared/data/registry.rs
schema.rs;756;rs;2025-12-20 17:01:03;crates/frontend/src/shared/data;frontend;crates/frontend/src;true;39;shared;data;module;1;3;0;11;0;crates/frontend/src/shared/data/schema.rs
date_utils.rs;1900;rs;2025-12-20 17:01:03;crates/frontend/src/shared;frontend;crates/frontend/src;true;58;shared;;module;5;0;0;2;0;crates/frontend/src/shared/date_utils.rs
mod.rs;149;rs;2025-12-20 17:01:03;crates/frontend/src/shared/excel_importer;frontend;crates/frontend/src;true;6;shared;excel_importer;mod_rs;0;0;0;5;2;crates/frontend/src/shared/excel_importer/mod.rs
parser.rs;2383;rs;2025-12-20 17:01:03;crates/frontend/src/shared/excel_importer;frontend;crates/frontend/src;true;67;shared;excel_importer;module;3;0;0;2;2;crates/frontend/src/shared/excel_importer/parser.rs
types.rs;6365;rs;2025-12-20 19:44:18;crates/frontend/src/shared/excel_importer;frontend;crates/frontend/src;true;166;shared;excel_importer;types;4;5;1;22;1;crates/frontend/src/shared/excel_importer/types.rs
widget.rs;43269;rs;2025-12-29 09:06:47;crates/frontend/src/shared/excel_importer;frontend;crates/frontend/src;true;606;shared;excel_importer;module;2;0;0;1;6;crates/frontend/src/shared/excel_importer/widget.rs
export.rs;4412;rs;2025-12-20 19:44:18;crates/frontend/src/shared;frontend;crates/frontend/src;true;115;shared;;module;6;0;0;2;2;crates/frontend/src/shared/export.rs
icons.rs;32746;rs;2025-12-26 13:48:23;crates/frontend/src/shared;frontend;crates/frontend/src;true;521;shared;;module;1;0;0;1;1;crates/frontend/src/shared/icons.rs
mod.rs;48;rs;2025-12-20 17:01:03;crates/frontend/src/shared/json_viewer;frontend;crates/frontend/src;true;3;shared;json_viewer;mod_rs;0;0;0;2;1;crates/frontend/src/shared/json_viewer/mod.rs
widget.rs;5205;rs;2025-12-29 07:09:40;crates/frontend/src/shared/json_viewer;frontend;crates/frontend/src;true;129;shared;json_viewer;module;1;0;0;1;2;crates/frontend/src/shared/json_viewer/widget.rs
list_utils.rs;9363;rs;2025-12-20 17:01:03;crates/frontend/src/shared;frontend;crates/frontend/src;true;254;shared;;module;12;0;0;11;3;crates/frontend/src/shared/list_utils.rs
mod.rs;474;rs;2025-12-26 22:49:47;crates/frontend/src/shared;frontend;crates/frontend/src;true;20;shared;;mod_rs;1;0;0;15;0;crates/frontend/src/shared/mod.rs
mod.rs;3989;rs;2025-12-26 19:21:37;crates/frontend/src/shared/modal_frame;frontend;crates/frontend/src;true;115;shared;modal_frame;mod_rs;1;0;0;1;4;crates/frontend/src/shared/modal_frame/mod.rs
mod.rs;8263;rs;2025-12-29 09:06:47;crates/frontend/src/shared/modal_stack;frontend;crates/frontend/src;true;272;shared;modal_stack;mod_rs;16;3;2;17;6;crates/frontend/src/shared/modal_stack/mod.rs
README.md;6124;md;2025-12-26 22:49:47;crates/frontend/src/shared/picker_aggregate;frontend;crates/frontend/src;true;193;shared;picker_aggregate;;;;;;;crates/frontend/src/shared/picker_aggregate/README.md
component.rs;7926;rs;2025-12-20 17:01:03;crates/frontend/src/shared/picker_aggregate;frontend;crates/frontend/src;true;163;shared;picker_aggregate;module;1;0;0;1;2;crates/frontend/src/shared/picker_aggregate/component.rs
mod.rs;985;rs;2025-12-26 22:49:47;crates/frontend/src/shared/picker_aggregate;frontend;crates/frontend/src;true;31;shared;picker_aggregate;mod_rs;0;0;0;4;2;crates/frontend/src/shared/picker_aggregate/mod.rs
traits.rs;473;rs;2025-12-20 17:01:03;crates/frontend/src/shared/picker_aggregate;frontend;crates/frontend/src;true;11;shared;picker_aggregate;module;4;0;0;2;0;crates/frontend/src/shared/picker_aggregate/traits.rs
form_state_manager.rs;1037;rs;2025-12-20 19:44:18;crates/frontend/src/shared/state;frontend;crates/frontend/src;true;43;shared;state;module;6;1;2;6;1;crates/frontend/src/shared/state/form_state_manager.rs
mod.rs;28;rs;2025-12-20 19:44:18;crates/frontend/src/shared/state;frontend;crates/frontend/src;true;1;shared;state;mod_rs;0;0;0;1;0;crates/frontend/src/shared/state/mod.rs
table_utils.rs;14177;rs;2025-12-20 17:01:03;crates/frontend/src/shared;frontend;crates/frontend/src;true;383;shared;;module;6;0;0;6;4;crates/frontend/src/shared/table_utils.rs
mod.rs;61;rs;2025-12-20 17:01:03;crates/frontend/src/shared/theme;frontend;crates/frontend/src;true;3;shared;theme;mod_rs;0;0;0;2;1;crates/frontend/src/shared/theme/mod.rs
theme_select.rs;7050;rs;2025-12-24 18:07:39;crates/frontend/src/shared/theme;frontend;crates/frontend/src;true;186;shared;theme;module;5;0;0;1;3;crates/frontend/src/shared/theme/theme_select.rs
api.rs;3420;rs;2025-12-20 17:01:03;crates/frontend/src/system/auth;frontend;crates/frontend/src;true;105;system;auth;module;5;0;0;5;2;crates/frontend/src/system/auth/api.rs
context.rs;4364;rs;2025-12-20 17:01:03;crates/frontend/src/system/auth;frontend;crates/frontend/src;true;126;system;auth;module;6;1;0;9;3;crates/frontend/src/system/auth/context.rs
guard.rs;1205;rs;2025-12-20 17:01:03;crates/frontend/src/system/auth;frontend;crates/frontend/src;true;44;system;auth;module;2;0;0;2;1;crates/frontend/src/system/auth/guard.rs
mod.rs;66;rs;2025-12-20 17:01:03;crates/frontend/src/system/auth;frontend;crates/frontend/src;true;4;system;auth;mod_rs;0;0;0;4;0;crates/frontend/src/system/auth/mod.rs
storage.rs;1177;rs;2025-12-20 17:01:03;crates/frontend/src/system/auth;frontend;crates/frontend/src;true;40;system;auth;module;6;0;0;5;1;crates/frontend/src/system/auth/storage.rs
mod.rs;59;rs;2025-12-23 16:43:02;crates/frontend/src/system;frontend;crates/frontend/src;true;4;system;;mod_rs;0;0;0;4;0;crates/frontend/src/system/mod.rs
login.rs;6449;rs;2025-12-29 07:30:58;crates/frontend/src/system/pages;frontend;crates/frontend/src;true;144;system;pages;module;1;0;0;1;2;crates/frontend/src/system/pages/login.rs
mod.rs;36;rs;2025-12-20 17:36:59;crates/frontend/src/system/pages;frontend;crates/frontend/src;true;2;system;pages;mod_rs;0;0;0;2;0;crates/frontend/src/system/pages/mod.rs
thaw_test.rs;14661;rs;2025-12-20 17:37:23;crates/frontend/src/system/pages;frontend;crates/frontend/src;true;283;system;pages;test;1;0;0;1;2;crates/frontend/src/system/pages/thaw_test.rs
api.rs;6158;rs;2025-12-23 16:35:58;crates/frontend/src/system/tasks;frontend;crates/frontend/src;true;188;system;tasks;module;9;0;0;8;4;crates/frontend/src/system/tasks/api.rs
mod.rs;31;rs;2025-12-23 16:35:58;crates/frontend/src/system/tasks;frontend;crates/frontend/src;true;4;system;tasks;mod_rs;0;0;0;2;0;crates/frontend/src/system/tasks/mod.rs
mod.rs;13802;rs;2025-12-29 07:09:40;crates/frontend/src/system/tasks/ui/details;frontend;crates/frontend/src;true;305;system;tasks;mod_rs;1;0;0;1;8;crates/frontend/src/system/tasks/ui/details/mod.rs
mod.rs;11006;rs;2025-12-25 23:41:57;crates/frontend/src/system/tasks/ui/list;frontend;crates/frontend/src;true;211;system;tasks;mod_rs;1;0;0;2;5;crates/frontend/src/system/tasks/ui/list/mod.rs
state.rs;408;rs;2025-12-23 16:35:58;crates/frontend/src/system/tasks/ui/list;frontend;crates/frontend/src;true;15;system;tasks;module;1;1;0;5;2;crates/frontend/src/system/tasks/ui/list/state.rs
mod.rs;37;rs;2025-12-23 16:35:58;crates/frontend/src/system/tasks/ui;frontend;crates/frontend/src;true;4;system;tasks;mod_rs;0;0;0;2;0;crates/frontend/src/system/tasks/ui/mod.rs
api.rs;3536;rs;2025-12-20 17:01:03;crates/frontend/src/system/users;frontend;crates/frontend/src;true;112;system;users;module;6;0;0;5;2;crates/frontend/src/system/users/api.rs
mod.rs;27;rs;2025-12-20 17:01:03;crates/frontend/src/system/users;frontend;crates/frontend/src;true;2;system;users;mod_rs;0;0;0;2;0;crates/frontend/src/system/users/mod.rs
mod.rs;5911;rs;2025-12-20 17:01:03;crates/frontend/src/system/users/ui/details;frontend;crates/frontend/src;true;153;system;users;mod_rs;1;0;0;1;3;crates/frontend/src/system/users/ui/details/mod.rs
mod.rs;25362;rs;2025-12-29 07:40:47;crates/frontend/src/system/users/ui/list;frontend;crates/frontend/src;true;585;system;users;mod_rs;5;0;1;1;5;crates/frontend/src/system/users/ui/list/mod.rs
state.rs;769;rs;2025-12-20 19:44:18;crates/frontend/src/system/users/ui/list;frontend;crates/frontend/src;true;33;system;users;module;2;1;1;10;2;crates/frontend/src/system/users/ui/list/state.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/frontend/src/system/users/ui;frontend;crates/frontend/src;true;2;system;users;mod_rs;0;0;0;2;0;crates/frontend/src/system/users/ui/mod.rs
mod.rs;206;rs;2025-12-20 17:01:03;crates/frontend/src/usecases;frontend;crates/frontend/src;true;6;usecases;;mod_rs;0;0;0;6;0;crates/frontend/src/usecases/mod.rs
api.rs;4076;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u501_import_from_ut;frontend;crates/frontend/src;true;119;usecases;u501_import_from_ut;module;3;0;0;3;4;crates/frontend/src/usecases/u501_import_from_ut/api.rs
mod.rs;60;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u501_import_from_ut;frontend;crates/frontend/src;true;4;usecases;u501_import_from_ut;mod_rs;0;0;0;3;1;crates/frontend/src/usecases/u501_import_from_ut/mod.rs
view.rs;31100;rs;2025-12-29 14:57:00;crates/frontend/src/usecases/u501_import_from_ut;frontend;crates/frontend/src;true;541;usecases;u501_import_from_ut;module;7;0;0;1;6;crates/frontend/src/usecases/u501_import_from_ut/view.rs
api.rs;5597;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u502_import_from_ozon;frontend;crates/frontend/src;true;167;usecases;u502_import_from_ozon;module;4;0;0;4;5;crates/frontend/src/usecases/u502_import_from_ozon/api.rs
mod.rs;60;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u502_import_from_ozon;frontend;crates/frontend/src;true;4;usecases;u502_import_from_ozon;mod_rs;0;0;0;3;1;crates/frontend/src/usecases/u502_import_from_ozon/mod.rs
view.rs;32329;rs;2025-12-20 21:52:07;crates/frontend/src/usecases/u502_import_from_ozon;frontend;crates/frontend/src;true;552;usecases;u502_import_from_ozon;module;7;0;0;1;8;crates/frontend/src/usecases/u502_import_from_ozon/view.rs
api.rs;5599;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u503_import_from_yandex;frontend;crates/frontend/src;true;167;usecases;u503_import_from_yandex;module;4;0;0;4;5;crates/frontend/src/usecases/u503_import_from_yandex/api.rs
mod.rs;60;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u503_import_from_yandex;frontend;crates/frontend/src;true;4;usecases;u503_import_from_yandex;mod_rs;0;0;0;3;1;crates/frontend/src/usecases/u503_import_from_yandex/mod.rs
view.rs;26852;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u503_import_from_yandex;frontend;crates/frontend/src;true;530;usecases;u503_import_from_yandex;module;7;0;0;1;7;crates/frontend/src/usecases/u503_import_from_yandex/view.rs
api.rs;5611;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u504_import_from_wildberries;frontend;crates/frontend/src;true;169;usecases;u504_import_from_wildberries;module;4;0;0;4;5;crates/frontend/src/usecases/u504_import_from_wildberries/api.rs
mod.rs;60;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u504_import_from_wildberries;frontend;crates/frontend/src;true;4;usecases;u504_import_from_wildberries;mod_rs;0;0;0;3;1;crates/frontend/src/usecases/u504_import_from_wildberries/mod.rs
view.rs;30579;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u504_import_from_wildberries;frontend;crates/frontend/src;true;596;usecases;u504_import_from_wildberries;module;7;0;0;1;7;crates/frontend/src/usecases/u504_import_from_wildberries/view.rs
api.rs;2958;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u505_match_nomenclature;frontend;crates/frontend/src;true;90;usecases;u505_match_nomenclature;module;2;0;0;2;4;crates/frontend/src/usecases/u505_match_nomenclature/api.rs
mod.rs;69;rs;2025-12-20 17:01:03;crates/frontend/src/usecases/u505_match_nomenclature;frontend;crates/frontend/src;true;4;usecases;u505_match_nomenclature;mod_rs;0;0;0;3;1;crates/frontend/src/usecases/u505_match_nomenclature/mod.rs
view.rs;10955;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u505_match_nomenclature;frontend;crates/frontend/src;true;218;usecases;u505_match_nomenclature;module;1;0;0;1;3;crates/frontend/src/usecases/u505_match_nomenclature/view.rs
api.rs;5994;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u506_import_from_lemanapro;frontend;crates/frontend/src;true;142;usecases;u506_import_from_lemanapro;module;5;0;0;4;7;crates/frontend/src/usecases/u506_import_from_lemanapro/api.rs
mod.rs;48;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u506_import_from_lemanapro;frontend;crates/frontend/src;true;4;usecases;u506_import_from_lemanapro;mod_rs;0;0;0;1;1;crates/frontend/src/usecases/u506_import_from_lemanapro/mod.rs
view.rs;26106;rs;2025-12-20 19:44:18;crates/frontend/src/usecases/u506_import_from_lemanapro;frontend;crates/frontend/src;true;509;usecases;u506_import_from_lemanapro;module;7;0;0;1;7;crates/frontend/src/usecases/u506_import_from_lemanapro/view.rs
