file_name;size_bytes;extension;modified_unix_secs;directory;crate_name;src_root;is_text;lines;category;object;rust_role;rust_fn_count;rust_type_count;rust_impl_count;rust_pub_item_count;rust_use_external_count;rel_path
mod.rs;17;rs;2025-12-26 00:34:00;crates/frontend/src/dashboards/d401_metadata_dashboard;frontend;crates/frontend/src;true;3;dashboards;d401_metadata_dashboard;mod_rs;0;0;0;1;0;crates/frontend/src/dashboards/d401_metadata_dashboard/mod.rs
dashboard.rs;32491;rs;2025-12-26 06:22:14;crates/frontend/src/dashboards/d401_metadata_dashboard/ui;frontend;crates/frontend/src;true;586;dashboards;d401_metadata_dashboard;module;13;3;1;1;4;crates/frontend/src/dashboards/d401_metadata_dashboard/ui/dashboard.rs
mod.rs;61;rs;2025-12-26 00:34:00;crates/frontend/src/dashboards/d401_metadata_dashboard/ui;frontend;crates/frontend/src;true;5;dashboards;d401_metadata_dashboard;mod_rs;0;0;0;1;1;crates/frontend/src/dashboards/d401_metadata_dashboard/ui/mod.rs
mod.rs;179;rs;2025-12-26 00:35:39;crates/frontend/src/dashboards;frontend;crates/frontend/src;true;5;dashboards;;mod_rs;0;0;0;4;2;crates/frontend/src/dashboards/mod.rs
mod.rs;60;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a001_connection_1c;frontend;crates/frontend/src;true;2;domain;a001_connection_1c;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a001_connection_1c/mod.rs
mod.rs;49;rs;2025-12-25 23:41:57;crates/frontend/src/domain/a001_connection_1c/ui/details;frontend;crates/frontend/src;true;3;domain;a001_connection_1c;mod_rs;0;0;0;1;1;crates/frontend/src/domain/a001_connection_1c/ui/details/mod.rs
view.rs;14711;rs;2025-12-26 19:03:50;crates/frontend/src/domain/a001_connection_1c/ui/details;frontend;crates/frontend/src;true;353;domain;a001_connection_1c;module;5;1;0;1;11;crates/frontend/src/domain/a001_connection_1c/ui/details/view.rs
mod.rs;46;rs;2025-12-25 23:33:10;crates/frontend/src/domain/a001_connection_1c/ui/list;frontend;crates/frontend/src;true;3;domain;a001_connection_1c;mod_rs;0;0;0;1;1;crates/frontend/src/domain/a001_connection_1c/ui/list/mod.rs
state.rs;1024;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a001_connection_1c/ui/list;frontend;crates/frontend/src;true;37;domain;a001_connection_1c;module;2;1;1;11;2;crates/frontend/src/domain/a001_connection_1c/ui/list/state.rs
view.rs;20608;rs;2025-12-26 10:44:41;crates/frontend/src/domain/a001_connection_1c/ui/list;frontend;crates/frontend/src;true;481;domain;a001_connection_1c;module;7;1;2;9;8;crates/frontend/src/domain/a001_connection_1c/ui/list/view.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a001_connection_1c/ui;frontend;crates/frontend/src;true;2;domain;a001_connection_1c;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a001_connection_1c/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a002_organization;frontend;crates/frontend/src;true;1;domain;a002_organization;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a002_organization/mod.rs
mod.rs;372;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a002_organization/ui/details;frontend;crates/frontend/src;true;13;domain;a002_organization;mod_rs;0;0;0;2;2;crates/frontend/src/domain/a002_organization/ui/details/mod.rs
model.rs;3149;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a002_organization/ui/details;frontend;crates/frontend/src;true;85;domain;a002_organization;module;3;0;0;2;5;crates/frontend/src/domain/a002_organization/ui/details/model.rs
view.rs;6641;rs;2025-12-26 11:08:04;crates/frontend/src/domain/a002_organization/ui/details;frontend;crates/frontend/src;true;154;domain;a002_organization;module;1;0;0;1;1;crates/frontend/src/domain/a002_organization/ui/details/view.rs
view_model.rs;3025;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a002_organization/ui/details;frontend;crates/frontend/src;true;89;domain;a002_organization;module;6;1;1;8;3;crates/frontend/src/domain/a002_organization/ui/details/view_model.rs
mod.rs;14579;rs;2025-12-26 10:44:41;crates/frontend/src/domain/a002_organization/ui/list;frontend;crates/frontend/src;true;343;domain;a002_organization;mod_rs;6;1;1;10;7;crates/frontend/src/domain/a002_organization/ui/list/mod.rs
mod.rs;110;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a002_organization/ui;frontend;crates/frontend/src;true;5;domain;a002_organization;mod_rs;0;0;0;4;1;crates/frontend/src/domain/a002_organization/ui/mod.rs
mod.rs;4624;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a002_organization/ui/picker;frontend;crates/frontend/src;true;134;domain;a002_organization;mod_rs;7;1;3;7;5;crates/frontend/src/domain/a002_organization/ui/picker/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty;frontend;crates/frontend/src;true;1;domain;a003_counterparty;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a003_counterparty/mod.rs
mod.rs;372;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui/details;frontend;crates/frontend/src;true;13;domain;a003_counterparty;mod_rs;0;0;0;2;2;crates/frontend/src/domain/a003_counterparty/ui/details/mod.rs
model.rs;4565;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui/details;frontend;crates/frontend/src;true;121;domain;a003_counterparty;module;4;1;0;3;7;crates/frontend/src/domain/a003_counterparty/ui/details/model.rs
view.rs;8791;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui/details;frontend;crates/frontend/src;true;210;domain;a003_counterparty;module;1;0;0;1;1;crates/frontend/src/domain/a003_counterparty/ui/details/view.rs
view_model.rs;2648;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui/details;frontend;crates/frontend/src;true;77;domain;a003_counterparty;module;6;1;1;8;3;crates/frontend/src/domain/a003_counterparty/ui/details/view_model.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui;frontend;crates/frontend/src;true;2;domain;a003_counterparty;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a003_counterparty/ui/mod.rs
mod.rs;54;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a003_counterparty/ui/tree;frontend;crates/frontend/src;true;3;domain;a003_counterparty;mod_rs;0;0;0;2;1;crates/frontend/src/domain/a003_counterparty/ui/tree/mod.rs
widget.rs;20852;rs;2025-12-26 22:31:07;crates/frontend/src/domain/a003_counterparty/ui/tree;frontend;crates/frontend/src;true;531;domain;a003_counterparty;module;9;1;0;1;6;crates/frontend/src/domain/a003_counterparty/ui/tree/widget.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a004_nomenclature;frontend;crates/frontend/src;true;1;domain;a004_nomenclature;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a004_nomenclature/mod.rs
dimension_input.rs;5859;rs;2025-12-29 08:42:28;crates/frontend/src/domain/a004_nomenclature/ui/details;frontend;crates/frontend/src;true;151;domain;a004_nomenclature;module;1;0;0;1;2;crates/frontend/src/domain/a004_nomenclature/ui/details/dimension_input.rs
mod.rs;500;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a004_nomenclature/ui/details;frontend;crates/frontend/src;true;16;domain;a004_nomenclature;mod_rs;0;0;0;3;3;crates/frontend/src/domain/a004_nomenclature/ui/details/mod.rs
model.rs;8186;rs;2025-12-29 08:42:28;crates/frontend/src/domain/a004_nomenclature/ui/details;frontend;crates/frontend/src;true;231;domain;a004_nomenclature;module;6;4;0;25;12;crates/frontend/src/domain/a004_nomenclature/ui/details/model.rs
view.rs;21027;rs;2025-12-29 08:42:28;crates/frontend/src/domain/a004_nomenclature/ui/details;frontend;crates/frontend/src;true;382;domain;a004_nomenclature;module;2;0;0;1;4;crates/frontend/src/domain/a004_nomenclature/ui/details/view.rs
view_model.rs;3112;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a004_nomenclature/ui/details;frontend;crates/frontend/src;true;84;domain;a004_nomenclature;module;6;1;1;8;3;crates/frontend/src/domain/a004_nomenclature/ui/details/view_model.rs
mod.rs;70;rs;2025-12-29 08:07:00;crates/frontend/src/domain/a004_nomenclature/ui/list;frontend;crates/frontend/src;true;4;domain;a004_nomenclature;mod_rs;0;0;0;3;1;crates/frontend/src/domain/a004_nomenclature/ui/list/mod.rs
state.rs;1018;rs;2025-12-29 08:07:00;crates/frontend/src/domain/a004_nomenclature/ui/list;frontend;crates/frontend/src;true;47;domain;a004_nomenclature;module;2;1;1;12;1;crates/frontend/src/domain/a004_nomenclature/ui/list/state.rs
widget.rs;38644;rs;2025-12-29 09:06:47;crates/frontend/src/domain/a004_nomenclature/ui/list;frontend;crates/frontend/src;true;838;domain;a004_nomenclature;module;5;1;1;6;8;crates/frontend/src/domain/a004_nomenclature/ui/list/widget.rs
mod.rs;61;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a004_nomenclature/ui;frontend;crates/frontend/src;true;4;domain;a004_nomenclature;mod_rs;0;0;0;4;0;crates/frontend/src/domain/a004_nomenclature/ui/mod.rs
mod.rs;11623;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a004_nomenclature/ui/picker;frontend;crates/frontend/src;true;246;domain;a004_nomenclature;mod_rs;3;1;1;6;5;crates/frontend/src/domain/a004_nomenclature/ui/picker/mod.rs
mod.rs;54;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a004_nomenclature/ui/tree;frontend;crates/frontend/src;true;3;domain;a004_nomenclature;mod_rs;0;0;0;2;1;crates/frontend/src/domain/a004_nomenclature/ui/tree/mod.rs
widget.rs;29964;rs;2025-12-26 22:31:07;crates/frontend/src/domain/a004_nomenclature/ui/tree;frontend;crates/frontend/src;true;730;domain;a004_nomenclature;module;10;1;0;1;7;crates/frontend/src/domain/a004_nomenclature/ui/tree/widget.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace;frontend;crates/frontend/src;true;1;domain;a005_marketplace;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a005_marketplace/mod.rs
mod.rs;369;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace/ui/details;frontend;crates/frontend/src;true;13;domain;a005_marketplace;mod_rs;0;0;0;2;2;crates/frontend/src/domain/a005_marketplace/ui/details/mod.rs
model.rs;3141;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace/ui/details;frontend;crates/frontend/src;true;85;domain;a005_marketplace;module;3;0;0;2;5;crates/frontend/src/domain/a005_marketplace/ui/details/model.rs
view.rs;13526;rs;2025-12-26 20:47:27;crates/frontend/src/domain/a005_marketplace/ui/details;frontend;crates/frontend/src;true;277;domain;a005_marketplace;module;1;0;0;1;2;crates/frontend/src/domain/a005_marketplace/ui/details/view.rs
view_model.rs;3051;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace/ui/details;frontend;crates/frontend/src;true;89;domain;a005_marketplace;module;6;1;1;8;3;crates/frontend/src/domain/a005_marketplace/ui/details/view_model.rs
mod.rs;18249;rs;2025-12-26 20:47:27;crates/frontend/src/domain/a005_marketplace/ui/list;frontend;crates/frontend/src;true;429;domain;a005_marketplace;mod_rs;8;1;2;10;9;crates/frontend/src/domain/a005_marketplace/ui/list/mod.rs
state.rs;454;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace/ui/list;frontend;crates/frontend/src;true;20;domain;a005_marketplace;module;2;1;1;4;1;crates/frontend/src/domain/a005_marketplace/ui/list/state.rs
mod.rs;113;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a005_marketplace/ui;frontend;crates/frontend/src;true;5;domain;a005_marketplace;mod_rs;0;0;0;4;1;crates/frontend/src/domain/a005_marketplace/ui/mod.rs
mod.rs;8363;rs;2025-12-26 19:44:02;crates/frontend/src/domain/a005_marketplace/ui/picker;frontend;crates/frontend/src;true;204;domain;a005_marketplace;mod_rs;3;1;1;6;6;crates/frontend/src/domain/a005_marketplace/ui/picker/mod.rs
mod.rs;69;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a006_connection_mp;frontend;crates/frontend/src;true;3;domain;a006_connection_mp;mod_rs;0;0;0;2;1;crates/frontend/src/domain/a006_connection_mp/mod.rs
mod.rs;49;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a006_connection_mp/ui/details;frontend;crates/frontend/src;true;3;domain;a006_connection_mp;mod_rs;0;0;0;1;1;crates/frontend/src/domain/a006_connection_mp/ui/details/mod.rs
view.rs;37665;rs;2025-12-26 19:10:17;crates/frontend/src/domain/a006_connection_mp/ui/details;frontend;crates/frontend/src;true;783;domain;a006_connection_mp;module;7;1;0;1;13;crates/frontend/src/domain/a006_connection_mp/ui/details/view.rs
mod.rs;24312;rs;2025-12-26 13:56:42;crates/frontend/src/domain/a006_connection_mp/ui/list;frontend;crates/frontend/src;true;555;domain;a006_connection_mp;mod_rs;8;1;2;11;11;crates/frontend/src/domain/a006_connection_mp/ui/list/mod.rs
mod.rs;107;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a006_connection_mp/ui;frontend;crates/frontend/src;true;5;domain;a006_connection_mp;mod_rs;0;0;0;4;2;crates/frontend/src/domain/a006_connection_mp/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a007_marketplace_product;frontend;crates/frontend/src;true;1;domain;a007_marketplace_product;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a007_marketplace_product/mod.rs
mod.rs;429;rs;2025-12-29 19:45:59;crates/frontend/src/domain/a007_marketplace_product/ui/details;frontend;crates/frontend/src;true;19;domain;a007_marketplace_product;mod_rs;1;0;0;2;2;crates/frontend/src/domain/a007_marketplace_product/ui/details/mod.rs
model.rs;8155;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a007_marketplace_product/ui/details;frontend;crates/frontend/src;true;197;domain;a007_marketplace_product;module;7;0;0;6;6;crates/frontend/src/domain/a007_marketplace_product/ui/details/model.rs
view.rs;20012;rs;2025-12-29 20:14:06;crates/frontend/src/domain/a007_marketplace_product/ui/details;frontend;crates/frontend/src;true;424;domain;a007_marketplace_product;module;1;0;0;1;2;crates/frontend/src/domain/a007_marketplace_product/ui/details/view.rs
view_model.rs;9044;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a007_marketplace_product/ui/details;frontend;crates/frontend/src;true;211;domain;a007_marketplace_product;module;9;1;1;19;4;crates/frontend/src/domain/a007_marketplace_product/ui/details/view_model.rs
mod.rs;25339;rs;2025-12-29 20:04:06;crates/frontend/src/domain/a007_marketplace_product/ui/list;frontend;crates/frontend/src;true;581;domain;a007_marketplace_product;mod_rs;3;2;1;19;8;crates/frontend/src/domain/a007_marketplace_product/ui/list/mod.rs
state.rs;1189;rs;2025-12-29 20:14:06;crates/frontend/src/domain/a007_marketplace_product/ui/list;frontend;crates/frontend/src;true;46;domain;a007_marketplace_product;module;2;1;1;12;1;crates/frontend/src/domain/a007_marketplace_product/ui/list/state.rs
mod.rs;33;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a007_marketplace_product/ui;frontend;crates/frontend/src;true;2;domain;a007_marketplace_product;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a007_marketplace_product/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a008_marketplace_sales;frontend;crates/frontend/src;true;1;domain;a008_marketplace_sales;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a008_marketplace_sales/mod.rs
mod.rs;22382;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a008_marketplace_sales/ui/list;frontend;crates/frontend/src;true;507;domain;a008_marketplace_sales;mod_rs;11;1;3;11;21;crates/frontend/src/domain/a008_marketplace_sales/ui/list/mod.rs
mod.rs;15;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a008_marketplace_sales/ui;frontend;crates/frontend/src;true;1;domain;a008_marketplace_sales;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a008_marketplace_sales/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a009_ozon_returns;frontend;crates/frontend/src;true;1;domain;a009_ozon_returns;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a009_ozon_returns/mod.rs
mod.rs;45258;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a009_ozon_returns/ui/details;frontend;crates/frontend/src;true;739;domain;a009_ozon_returns;mod_rs;6;3;0;44;4;crates/frontend/src/domain/a009_ozon_returns/ui/details/mod.rs
mod.rs;44809;rs;2025-12-26 23:35:54;crates/frontend/src/domain/a009_ozon_returns/ui/list;frontend;crates/frontend/src;true;841;domain;a009_ozon_returns;mod_rs;3;1;1;14;4;crates/frontend/src/domain/a009_ozon_returns/ui/list/mod.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a009_ozon_returns/ui;frontend;crates/frontend/src;true;2;domain;a009_ozon_returns;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a009_ozon_returns/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a010_ozon_fbs_posting;frontend;crates/frontend/src;true;1;domain;a010_ozon_fbs_posting;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a010_ozon_fbs_posting/mod.rs
mod.rs;59241;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a010_ozon_fbs_posting/ui/details;frontend;crates/frontend/src;true;802;domain;a010_ozon_fbs_posting;mod_rs;2;8;0;84;5;crates/frontend/src/domain/a010_ozon_fbs_posting/ui/details/mod.rs
mod.rs;57202;rs;2025-12-26 23:35:54;crates/frontend/src/domain/a010_ozon_fbs_posting/ui/list;frontend;crates/frontend/src;true;1052;domain;a010_ozon_fbs_posting;mod_rs;3;1;1;12;4;crates/frontend/src/domain/a010_ozon_fbs_posting/ui/list/mod.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a010_ozon_fbs_posting/ui;frontend;crates/frontend/src;true;2;domain;a010_ozon_fbs_posting;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a010_ozon_fbs_posting/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a011_ozon_fbo_posting;frontend;crates/frontend/src;true;1;domain;a011_ozon_fbo_posting;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a011_ozon_fbo_posting/mod.rs
mod.rs;62458;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a011_ozon_fbo_posting/ui/details;frontend;crates/frontend/src;true;834;domain;a011_ozon_fbo_posting;mod_rs;2;8;0;84;5;crates/frontend/src/domain/a011_ozon_fbo_posting/ui/details/mod.rs
mod.rs;58132;rs;2025-12-26 23:35:54;crates/frontend/src/domain/a011_ozon_fbo_posting/ui/list;frontend;crates/frontend/src;true;1039;domain;a011_ozon_fbo_posting;mod_rs;3;1;1;12;4;crates/frontend/src/domain/a011_ozon_fbo_posting/ui/list/mod.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a011_ozon_fbo_posting/ui;frontend;crates/frontend/src;true;2;domain;a011_ozon_fbo_posting;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a011_ozon_fbo_posting/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a012_wb_sales;frontend;crates/frontend/src;true;1;domain;a012_wb_sales;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a012_wb_sales/mod.rs
mod.rs;123508;rs;2025-12-29 20:14:06;crates/frontend/src/domain/a012_wb_sales/ui/details;frontend;crates/frontend/src;true;1448;domain;a012_wb_sales;mod_rs;1;9;0;61;6;crates/frontend/src/domain/a012_wb_sales/ui/details/mod.rs
mod.rs;70752;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a012_wb_sales/ui/list;frontend;crates/frontend/src;true;1390;domain;a012_wb_sales;mod_rs;8;3;1;30;12;crates/frontend/src/domain/a012_wb_sales/ui/list/mod.rs
state.rs;2716;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a012_wb_sales/ui/list;frontend;crates/frontend/src;true;82;domain;a012_wb_sales;module;2;2;1;22;3;crates/frontend/src/domain/a012_wb_sales/ui/list/state.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a012_wb_sales/ui;frontend;crates/frontend/src;true;2;domain;a012_wb_sales;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a012_wb_sales/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a013_ym_order;frontend;crates/frontend/src;true;1;domain;a013_ym_order;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a013_ym_order/mod.rs
mod.rs;78130;rs;2025-12-29 20:14:06;crates/frontend/src/domain/a013_ym_order/ui/details;frontend;crates/frontend/src;true;1126;domain;a013_ym_order;mod_rs;1;8;0;63;4;crates/frontend/src/domain/a013_ym_order/ui/details/mod.rs
mod.rs;62218;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a013_ym_order/ui/list;frontend;crates/frontend/src;true;1222;domain;a013_ym_order;mod_rs;6;3;1;25;14;crates/frontend/src/domain/a013_ym_order/ui/list/mod.rs
mod_new.rs;60283;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a013_ym_order/ui/list;frontend;crates/frontend/src;true;1192;domain;a013_ym_order;module;6;3;1;24;13;crates/frontend/src/domain/a013_ym_order/ui/list/mod_new.rs
state.rs;1586;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a013_ym_order/ui/list;frontend;crates/frontend/src;true;51;domain;a013_ym_order;module;2;1;1;16;1;crates/frontend/src/domain/a013_ym_order/ui/list/state.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a013_ym_order/ui;frontend;crates/frontend/src;true;2;domain;a013_ym_order;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a013_ym_order/ui/mod.rs
mod.rs;13;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a014_ozon_transactions;frontend;crates/frontend/src;true;1;domain;a014_ozon_transactions;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a014_ozon_transactions/mod.rs
mod.rs;82544;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a014_ozon_transactions/ui/details;frontend;crates/frontend/src;true;862;domain;a014_ozon_transactions;mod_rs;2;5;0;40;4;crates/frontend/src/domain/a014_ozon_transactions/ui/details/mod.rs
mod.rs;53038;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a014_ozon_transactions/ui/list;frontend;crates/frontend/src;true;1021;domain;a014_ozon_transactions;mod_rs;6;1;1;18;11;crates/frontend/src/domain/a014_ozon_transactions/ui/list/mod.rs
state.rs;1980;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a014_ozon_transactions/ui/list;frontend;crates/frontend/src;true;56;domain;a014_ozon_transactions;module;2;1;1;12;2;crates/frontend/src/domain/a014_ozon_transactions/ui/list/state.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a014_ozon_transactions/ui;frontend;crates/frontend/src;true;2;domain;a014_ozon_transactions;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a014_ozon_transactions/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a015_wb_orders;frontend;crates/frontend/src;true;1;domain;a015_wb_orders;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a015_wb_orders/mod.rs
mod.rs;97541;rs;2025-12-29 20:14:06;crates/frontend/src/domain/a015_wb_orders/ui/details;frontend;crates/frontend/src;true;1269;domain;a015_wb_orders;mod_rs;1;10;0;67;6;crates/frontend/src/domain/a015_wb_orders/ui/details/mod.rs
mod.rs;41063;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a015_wb_orders/ui/list;frontend;crates/frontend/src;true;753;domain;a015_wb_orders;mod_rs;6;2;1;19;9;crates/frontend/src/domain/a015_wb_orders/ui/list/mod.rs
mod.rs;93;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a015_wb_orders/ui;frontend;crates/frontend/src;true;5;domain;a015_wb_orders;mod_rs;0;0;0;4;2;crates/frontend/src/domain/a015_wb_orders/ui/mod.rs
mod.rs;12;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a016_ym_returns;frontend;crates/frontend/src;true;1;domain;a016_ym_returns;mod_rs;0;0;0;1;0;crates/frontend/src/domain/a016_ym_returns/mod.rs
mod.rs;57560;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a016_ym_returns/ui/details;frontend;crates/frontend/src;true;713;domain;a016_ym_returns;mod_rs;1;6;0;45;4;crates/frontend/src/domain/a016_ym_returns/ui/details/mod.rs
mod.rs;48605;rs;2025-12-21 18:23:01;crates/frontend/src/domain/a016_ym_returns/ui/list;frontend;crates/frontend/src;true;980;domain;a016_ym_returns;mod_rs;2;2;1;20;10;crates/frontend/src/domain/a016_ym_returns/ui/list/mod.rs
state.rs;2703;rs;2025-12-20 17:01:03;crates/frontend/src/domain/a016_ym_returns/ui/list;frontend;crates/frontend/src;true;88;domain;a016_ym_returns;module;2;2;1;22;3;crates/frontend/src/domain/a016_ym_returns/ui/list/state.rs
mod.rs;31;rs;2025-12-20 19:44:18;crates/frontend/src/domain/a016_ym_returns/ui;frontend;crates/frontend/src;true;2;domain;a016_ym_returns;mod_rs;0;0;0;2;0;crates/frontend/src/domain/a016_ym_returns/ui/mod.rs
mod.rs;461;rs;2025-12-20 17:01:03;crates/frontend/src/domain;frontend;crates/frontend/src;true;16;domain;;mod_rs;0;0;0;16;0;crates/frontend/src/domain/mod.rs
center.rs;512;rs;2025-12-20 17:01:03;crates/frontend/src/layout/center;frontend;crates/frontend/src;true;14;layout;center;module;1;0;0;1;1;crates/frontend/src/layout/center/center.rs
mod.rs;75;rs;2025-12-20 19:44:18;crates/frontend/src/layout/center;frontend;crates/frontend/src;true;5;layout;center;mod_rs;0;0;0;4;2;crates/frontend/src/layout/center/mod.rs
mod.rs;66;rs;2025-12-20 19:44:18;crates/frontend/src/layout/center/tabs;frontend;crates/frontend/src;true;5;layout;center;mod_rs;0;0;0;4;2;crates/frontend/src/layout/center/tabs/mod.rs
tab.rs;1141;rs;2025-12-20 17:01:03;crates/frontend/src/layout/center/tabs;frontend;crates/frontend/src;true;34;layout;center;module;1;0;0;1;2;crates/frontend/src/layout/center/tabs/tab.rs
tabs.rs;14548;rs;2025-12-29 19:54:52;crates/frontend/src/layout/center/tabs;frontend;crates/frontend/src;true;339;layout;center;module;3;0;0;2;2;crates/frontend/src/layout/center/tabs/tabs.rs
footer.rs;2351;rs;2025-12-20 17:01:03;crates/frontend/src/layout/footer;frontend;crates/frontend/src;true;87;layout;footer;module;4;1;1;1;3;crates/frontend/src/layout/footer/footer.rs
mod.rs;44;rs;2025-12-20 17:01:03;crates/frontend/src/layout/footer;frontend;crates/frontend/src;true;3;layout;footer;mod_rs;0;0;0;2;1;crates/frontend/src/layout/footer/mod.rs
global_context.rs;5270;rs;2025-12-20 19:44:18;crates/frontend/src/layout;frontend;crates/frontend/src;true;157;layout;;module;10;2;1;21;3;crates/frontend/src/layout/global_context.rs
header.rs;912;rs;2025-12-20 17:01:03;crates/frontend/src/layout/header;frontend;crates/frontend/src;true;22;layout;header;module;1;0;0;1;1;crates/frontend/src/layout/header/header.rs
mega_menu.rs;7970;rs;2025-12-20 19:44:18;crates/frontend/src/layout/header;frontend;crates/frontend/src;true;255;layout;header;module;2;1;0;6;1;crates/frontend/src/layout/header/mega_menu.rs
mod.rs;117;rs;2025-12-20 17:01:03;crates/frontend/src/layout/header;frontend;crates/frontend/src;true;5;layout;header;mod_rs;0;0;0;4;2;crates/frontend/src/layout/header/mod.rs
